gold_label	sentence1	sentence2
Invalidate	Two younger dogs biting a Frisbee playfully.	young dogs play a lot biting toy
Support	Two younger dogs biting a Frisbee playfully.	Frisbee being used by two dogs playing hard
Neutral	Two younger dogs biting a Frisbee playfully.	the animal world is spectacular
Invalidate	Someone is parachuting down and almost touching the ground.	the parachute is closed and stored
Support	Someone is parachuting down and almost touching the ground.	He wishes that this moment would continue forever.
Neutral	Someone is parachuting down and almost touching the ground.	people like to feel the adrenaline
Invalidate	A woman with 5 shopping bags and polka dot shirt jumps above the snow.	The woman eats some food at a restaurant.
Support	A woman with 5 shopping bags and polka dot shirt jumps above the snow.	The woman leaps as high as she can.
Neutral	A woman with 5 shopping bags and polka dot shirt jumps above the snow.	Most people like playing in the snow.
Invalidate	A brunette female wearing a gray hat is near a cluster of rocks by the bay.	The female is swimming in the water.
Support	A brunette female wearing a gray hat is near a cluster of rocks by the bay.	The female is posing for a photo.
Neutral	A brunette female wearing a gray hat is near a cluster of rocks by the bay.	The brunette is loving the scenery.
Invalidate	Two tan dogs play in the snow.	Dogs are fighting each other.
Support	Two tan dogs play in the snow.	Two dogs are jumping in snowy area.
Neutral	Two tan dogs play in the snow.	Dogs are so active in the winter.
Invalidate	A little girl playing soccer.	her mother gives water because she is tired of playing
Support	A little girl playing soccer.	har hair flips around her face
Neutral	A little girl playing soccer.	her house is noisy with music
Invalidate	Two men looking at each other with computer monitors in the foreground.	There is no one in the office.
Support	Two men looking at each other with computer monitors in the foreground.	They greet each other as they prepare to get to work.
Neutral	Two men looking at each other with computer monitors in the foreground.	Computers have changed all of our lives over the past two decades.
Invalidate	A black dog follows a group of sheep walking in a field of grass.	the dog drinks water and goes to rest
Support	A black dog follows a group of sheep walking in a field of grass.	the sheep are running scared
Neutral	A black dog follows a group of sheep walking in a field of grass.	dogs often help shepherds to organize their flock
Invalidate	Two girls talking while sitting on the stairs.	The girls get a snack from the kitchen.
Support	Two girls talking while sitting on the stairs.	The girls converse about their day.
Neutral	Two girls talking while sitting on the stairs.	Most girls like to gossip.
Invalidate	Two guys are wrestling in a competition, one flipping the other.	The trophy is given to the man
Support	Two guys are wrestling in a competition, one flipping the other.	The flipped person is getting heavily injured
Neutral	Two guys are wrestling in a competition, one flipping the other.	Now a days wrestling interested  with childrens
Invalidate	A young couple play in a fountain.	A couple go to shopping
Support	A young couple play in a fountain.	Color lights decoration of it they see is so beautiful
Neutral	A young couple play in a fountain.	Sea show will always give peace of mind and happiness
Invalidate	A girl in a checkered, green shirt jumping in the air.	the girl get hurt while landing and has to stop playing
Support	A girl in a checkered, green shirt jumping in the air.	she is cheering because she has passed an exam
Neutral	A girl in a checkered, green shirt jumping in the air.	many people around was dancing because of the party
Invalidate	A group of men stands on the corner of a street.	The corner of the street is empty
Support	A group of men stands on the corner of a street.	They are wating for someone on the corner of the street
Neutral	A group of men stands on the corner of a street.	Men on street corners are often viewed as suspicious
Invalidate	Two men sit on top of a weathered fort-like structure next to the sea, fishing.	The men sit in a cafe
Support	Two men sit on top of a weathered fort-like structure next to the sea, fishing.	The men have a bucket of worms with them for bait.
Neutral	Two men sit on top of a weathered fort-like structure next to the sea, fishing.	Catching your own dinner is a rewarding experience.
Invalidate	Three members of a band performing on stage.	The members eat food in a restaurant.
Support	Three members of a band performing on stage.	The members play their favorite songs.
Neutral	Three members of a band performing on stage.	Most people like to watch performances on stage.
Invalidate	A snowboarder slides through the freshly fallen powder snow.	He is stretching after the snowboarding
Support	A snowboarder slides through the freshly fallen powder snow.	It's important to keep fit and look after body
Neutral	A snowboarder slides through the freshly fallen powder snow.	Wish to stick to this routine all the time
Invalidate	A girl is doing a handstand on a blue balance beam with her legs spread apart and a boardwalk in the distance.	The girl eats her dinner and starts washing up for bedtime.
Support	A girl is doing a handstand on a blue balance beam with her legs spread apart and a boardwalk in the distance.	The balance beam is hard but we can tell she's well prepared.
Neutral	A girl is doing a handstand on a blue balance beam with her legs spread apart and a boardwalk in the distance.	alot of people dont go to the gym anymore.
Invalidate	A man without a shirt on is laying on the sidewalk.	The man is being treated in the infirmary for deep sunburn.
Support	A man without a shirt on is laying on the sidewalk.	HIs visible skin turns pink
Neutral	A man without a shirt on is laying on the sidewalk.	Drunkards are often left to their own defenses when they pass out.
Invalidate	Brown dog with objest in mouth moving toward camera.	white dog with object in its mouth moving away from the camera
Support	Brown dog with objest in mouth moving toward camera.	the dog is is moving towards the camera
Neutral	Brown dog with objest in mouth moving toward camera.	there was a dog and it was brown
Invalidate	Prince Fielder of the Milwaukee Brewers takes a ball that was high and inside.	Price Fielder removes his helmet
Support	Prince Fielder of the Milwaukee Brewers takes a ball that was high and inside.	Prince Fielder runs for the ball
Neutral	Prince Fielder of the Milwaukee Brewers takes a ball that was high and inside.	American football is a great sport
Invalidate	Two women are posing for a photo with two men dressed in costume.	Photographer closed his studio and left for his home.
Support	Two women are posing for a photo with two men dressed in costume.	He is a famous wedding photographer and people really love his photography skills.
Neutral	Two women are posing for a photo with two men dressed in costume.	Being a photographer is his passion.
Invalidate	Three men in orange construction vests are working in a building.	Work is over and everyone leaves.
Support	Three men in orange construction vests are working in a building.	The work together to finish the task at hand.
Neutral	Three men in orange construction vests are working in a building.	Personal protection equipment is very important on a work site.
Invalidate	Swimmers are playing an indoor game of water polo while several spectators watch.	The swimmers are drying themselves up
Support	Swimmers are playing an indoor game of water polo while several spectators watch.	The players are showing amazing skill
Neutral	Swimmers are playing an indoor game of water polo while several spectators watch.	Water polo is a very cool water sport
Invalidate	He is rock climbing.	He is sitting near a pool to cool down.
Support	He is rock climbing.	While he is scaling the wall with enthusiasm
Neutral	He is rock climbing.	The couple split
Invalidate	A large gathering of people in a city area.	The peoples are reached their home.
Support	A large gathering of people in a city area.	The area of the city is perfect for the meeting.
Neutral	A large gathering of people in a city area.	These days
Invalidate	Swimmer adjusting her goggles	The swimmer can see everything under the water.
Support	Swimmer adjusting her goggles	The goggles are tricky for her [to adjust.
Neutral	Swimmer adjusting her goggles	Goggles are very popular among swimmers.
Invalidate	A caucasian girl with pink goggles and brown hair is blowing bubbles underwater.	The pool has now been closed.
Support	A caucasian girl with pink goggles and brown hair is blowing bubbles underwater.	The girl's swimming team is practicing at the pool.
Neutral	A caucasian girl with pink goggles and brown hair is blowing bubbles underwater.	Blowing bubbles underwater is a good way of building lung capacity.
Invalidate	A woman eating at a fine restaurant outdoors.	The woman takes a nap at her house.
Support	A woman eating at a fine restaurant outdoors.	The woman tastes the best food.
Neutral	A woman eating at a fine restaurant outdoors.	Most women like to eat food.
Invalidate	Two dogs are chasing each other on green grass.	The dogs are seperated after they are crossing a road
Support	Two dogs are chasing each other on green grass.	The atmosphere of the agricultural place brings more breeze air to the dogs and very smooth to play
Neutral	Two dogs are chasing each other on green grass.	Spending quality time with friends will give more happiness
Invalidate	Three women and a man holding drinks pose for a picture.	They are going to bed.
Support	Three women and a man holding drinks pose for a picture.	They are enjoying themselves by having beverages during the party.
Neutral	Three women and a man holding drinks pose for a picture.	Togetherness in a celebration will give fun and more enjoyable moments.
Invalidate	a tan dog running	the dog suddently stipped and started barking to another one
Support	a tan dog running	the dog enjoys running in this big field
Neutral	a tan dog running	the dog usually plays with others
Invalidate	People moving furniture into a U-haul and man disposing of garbage into garbage cans.	They drive to somewhere
Support	People moving furniture into a U-haul and man disposing of garbage into garbage cans.	one of the pieces of furniture fell on the ground and broke
Neutral	People moving furniture into a U-haul and man disposing of garbage into garbage cans.	the way some people transport furniture and equipment is interesting
Invalidate	Two men that are latched and secured working.	After a long hardworking day the two men went for a beer.
Support	Two men that are latched and secured working.	The two men worked extremely hard as they knew they had to get a lot of things done by the end of the day.
Neutral	Two men that are latched and secured working.	After a bit of a rocky start slowly but surely he men were now working a lot better.
Invalidate	Three workers in reflective gear are waiting against a wall.	The workers have taken out their reflective gear
Support	Three workers in reflective gear are waiting against a wall.	They are wearing reflective gear because it's night time
Neutral	Three workers in reflective gear are waiting against a wall.	Reflective gear is very good for worker's safety at night time
Invalidate	Man swinging a golf club at a golf course.	He's having lunch with other club members in an Italian restaurant.
Support	Man swinging a golf club at a golf course.	He's helping club members to carry their golf set.
Neutral	Man swinging a golf club at a golf course.	There are definitely certain luxurious sports that only certain wealthy people can do.
Invalidate	Three men dressed in all black suits are reading from some notes.	One man walks alone in his sweatpants.
Support	Three men dressed in all black suits are reading from some notes.	The men are presenting on a project they've worked on together for several months.
Neutral	Three men dressed in all black suits are reading from some notes.	Many people need notes when giving a speech.
Invalidate	Five people are about to perform a dance.	Their dancing is enjoyment to our life
Support	Five people are about to perform a dance.	Five people are standing in the stage
Neutral	Five people are about to perform a dance.	People are enjoying to watching dance program
Invalidate	Football players are tackling a football player carrying the football.	The crowd cheered as the home team regained possession of the ball.
Support	Football players are tackling a football player carrying the football.	They are struggling
Neutral	Football players are tackling a football player carrying the football.	Sports are a wonderful way to stay active.
Invalidate	A girl in a green shirt hangs upside down from playgroud equiment.	The girl eats food in the cafeteria.
Support	A girl in a green shirt hangs upside down from playgroud equiment.	The girl tries not to fall.
Neutral	A girl in a green shirt hangs upside down from playgroud equiment.	Most kids like the playground.
Invalidate	People outside enjoying sunshine.	night falls and they have dinner at home
Support	People outside enjoying sunshine.	their skin glistens from the swet
Neutral	People outside enjoying sunshine.	the sun is the main source of vitamin D
Invalidate	A football player in a blue jersey being tackled from behind by an opponent in a white jersey.	All the football players boarded in the bus
Support	A football player in a blue jersey being tackled from behind by an opponent in a white jersey.	He is crashing to the ground and loosing his hold of the ball letting it stumble away.
Neutral	A football player in a blue jersey being tackled from behind by an opponent in a white jersey.	Penalties is awarded because of ugly tackling by football players
Invalidate	A man jumping a rail on his skateboard.	He is preparing a healthy smoothie.
Support	A man jumping a rail on his skateboard.	He is practicing jump a lot.
Neutral	A man jumping a rail on his skateboard.	His favorite food is pizza.
Invalidate	Several men hold a wooden wall frame in place for a building as another man holding bottled water looks on.	The men decide to get something to drink.
Support	Several men hold a wooden wall frame in place for a building as another man holding bottled water looks on.	The men are very tired of holding the wooden wall frame.
Neutral	Several men hold a wooden wall frame in place for a building as another man holding bottled water looks on.	Holding up a wooden wall frame can be exhausting.
Invalidate	A group of people walk in a park by a body of water with some dogs.	The group goes to eat at a restaurant.
Support	A group of people walk in a park by a body of water with some dogs.	The group tries to move as quickly as possible past the animals.
Neutral	A group of people walk in a park by a body of water with some dogs.	Most people view walking as a good exercise.
Invalidate	A poor black man holds a religious sign while standing outside of a food stand.	The homeless is in the shelter.
Support	A poor black man holds a religious sign while standing outside of a food stand.	People look away with discomfort.
Neutral	A poor black man holds a religious sign while standing outside of a food stand.	It is good to be generous.
Invalidate	Some people looking out windows in a large building.	The people are getting in their car after work.
Support	Some people looking out windows in a large building.	Fireworks can be seen outside the window in the office.
Neutral	Some people looking out windows in a large building.	On Fourth of July
Invalidate	A woman is showing a man something on her cellphone in the middle of a busy street.	They have noticed that they are disturbing others
Support	A woman is showing a man something on her cellphone in the middle of a busy street.	The street is so noise you can not listen anything
Neutral	A woman is showing a man something on her cellphone in the middle of a busy street.	There are so much messaging in mobile that some time we take help other
Invalidate	A man is driving a horse-drawn wagon on a busy intersection.	The man gets some food at a restaurant.
Support	A man is driving a horse-drawn wagon on a busy intersection.	The man tries to control his wagon as best he can.
Neutral	A man is driving a horse-drawn wagon on a busy intersection.	Most people enjoy riding in wagons.
Invalidate	children walking between a row of large trees.	Children watching TV at there home
Support	children walking between a row of large trees.	Children cross over a fallen trees
Neutral	children walking between a row of large trees.	At these days children roam outside without the support of parents
Invalidate	A group of people walk across the grass with their arms linked.	The people all go to their respective homes.
Support	A group of people walk across the grass with their arms linked.	The people enjoy the feeling of grass between their toes.
Neutral	A group of people walk across the grass with their arms linked.	Walking is a good form of exercise.
Invalidate	A group of individuals are standing in the middle of a room while others are sitting around them and watching.	Everyone is eating and talking about how they enjoyed the seminar
Support	A group of individuals are standing in the middle of a room while others are sitting around them and watching.	The ones in themiddle of the circle are about to start talking
Neutral	A group of individuals are standing in the middle of a room while others are sitting around them and watching.	Going on seminars is a great way to add extra work hours to your curriculum
Invalidate	Man putting on pants with "Artisti" sign on the door.	He is cooking for a guest.
Support	Man putting on pants with "Artisti" sign on the door.	Artisti sign on door is put by man.
Neutral	Man putting on pants with "Artisti" sign on the door.	Symbol used for many purpose.
Invalidate	A kid playing on a swing in a park.	The kid gets some food at the snack bar.
Support	A kid playing on a swing in a park.	The kid tries to swing very high.
Neutral	A kid playing on a swing in a park.	Most kids enjoy swinging from time to time.
Invalidate	A crosscountry skier going through the woods.	The skier takes a bath at their cabin.
Support	A crosscountry skier going through the woods.	The skier speeds through the trees.
Neutral	A crosscountry skier going through the woods.	Skiing is a fun hobby in the winter.
Invalidate	Male and female playing game with beanbags.	Male and female finish their game.
Support	Male and female playing game with beanbags.	They are looking at the screen carefully
Neutral	Male and female playing game with beanbags.	Beanbags hurt when someone is hit in the head with them.
Invalidate	A skateboarder is does an "ollie" down a couple of stairs.	the skateboarder has fallen down the stairs
Support	A skateboarder is does an "ollie" down a couple of stairs.	He does not seem to give up doing an ollie down the stairs
Neutral	A skateboarder is does an "ollie" down a couple of stairs.	an ollie down the stairs is a very challenging skateboarding trick
Invalidate	a band with two females playing instruments	in the night time the band go to eat in the restaurant.
Support	a band with two females playing instruments	a lot of people are listening to the band because they doing nice music
Neutral	a band with two females playing instruments	the women's doing good job with instruments in our days.
Invalidate	Man on the beach is throwing a red ball.	Man sitting in the beach with a red ball
Support	Man on the beach is throwing a red ball.	A red ball is going very high in the air.
Neutral	Man on the beach is throwing a red ball.	Playing in a beach is fun for everbody
Invalidate	People in a different country sitting and standing in front of a place called Znocob.	A security guard approaches and makes everyone clear the area.
Support	People in a different country sitting and standing in front of a place called Znocob.	A teenager walks up and sits down on the steps to light a cigarette.
Neutral	People in a different country sitting and standing in front of a place called Znocob.	Znocob is a popular place for young people to hang out.
Invalidate	Some young men are playing basketball.	A men are taking a drinks break.
Support	Some young men are playing basketball.	The men are wearing basketball shorts in the gym with jerseys and a basketball.
Neutral	Some young men are playing basketball.	These days youngsters are interested in playing a basketball.
Invalidate	A man is a black ninja suit with a mask is playing a guitar.	The man gets some food at a restaurant.
Support	A man is a black ninja suit with a mask is playing a guitar.	The man plays his favorite song.
Neutral	A man is a black ninja suit with a mask is playing a guitar.	Most people don't want to wear ninja suits.
Invalidate	Soccer players from opposing teams fight each other to see who will get possession of the soccer ball that is in the air.	It is halftime so they are recuperating in the locker room
Support	Soccer players from opposing teams fight each other to see who will get possession of the soccer ball that is in the air.	The ball is flying above the head of a player
Neutral	Soccer players from opposing teams fight each other to see who will get possession of the soccer ball that is in the air.	Denver came close to stunning the hangers yesterday
Invalidate	A street that is full of shops.	Construction work is going on and all shops were temporarily closed.so none can go for shopping in that street.
Support	A street that is full of shops.	I can't handle the crowd since it is a festive season
Neutral	A street that is full of shops.	Mostly people like to do shopping in downtown areas where there are a lots of shops.
Invalidate	A dog swims.	He reaches the other side and clambers out
Support	A dog swims.	He is paddling furiously
Neutral	A dog swims.	His head is above the way in a classic "dog paddle" stroke.
Invalidate	A woman in an orange top is demonstrating a karate kick.	Everyone in the gym had gone home.
Support	A woman in an orange top is demonstrating a karate kick.	She continues preforming martial arts for the crowd that was forming.
Neutral	A woman in an orange top is demonstrating a karate kick.	It's important to stay active to be healthy.
Invalidate	A man is standing on the shore is holding up one leg while the sun is setting.	He is going to have dinner
Support	A man is standing on the shore is holding up one leg while the sun is setting.	He enjoys the fresh air and the beautiful sky in a sea side area
Neutral	A man is standing on the shore is holding up one leg while the sun is setting.	Leisure activities will refresh our mind and help to become strong in achieving anything.
Invalidate	A group of people, old and young, men and women, sit around a table doing arts and crafts.	The crafts and arts done by all people are kept for the exhibition
Support	A group of people, old and young, men and women, sit around a table doing arts and crafts.	The old persons guided the young  persons to do  arts and crafts
Neutral	A group of people, old and young, men and women, sit around a table doing arts and crafts.	Now  a days all people of all ages are interested to do arts
Invalidate	a man in a black shirt with a pink bag holding a little girls hand	A man are prepared for the dinner at home.
Support	a man in a black shirt with a pink bag holding a little girls hand	The man are going shopping.
Neutral	a man in a black shirt with a pink bag holding a little girls hand	The black shirt is beautiful
Invalidate	a kid doing tricks on a skateboard on a bridge	The kid sits quietly as he reads.
Support	a kid doing tricks on a skateboard on a bridge	The kid's skateboard is well-worn and covered in stickers.
Neutral	a kid doing tricks on a skateboard on a bridge	It's cloudy and the day has been cool.
Invalidate	An older man, looking at a newspaper while crossing a street.	The older man drink  tea
Support	An older man, looking at a newspaper while crossing a street.	The older man is walking to the office.
Neutral	An older man, looking at a newspaper while crossing a street.	A older man watching to tv.
Invalidate	A thin girl in black smokes a cigarette.	an ambulance takes a girl in black passed out
Support	A thin girl in black smokes a cigarette.	Her favorite brand of cigarettes were sold out but she found a suitable substitute.
Neutral	A thin girl in black smokes a cigarette.	it's hard to accept that girls indulge in addiction
Invalidate	An old man is holding several lottery tickets.	The old man is riding his bike back home
Support	An old man is holding several lottery tickets.	the man is cashing in his lottery tickets
Neutral	An old man is holding several lottery tickets.	Old people have a habit of playing the lottery
Invalidate	Four men- two in hats and two with mustaches- sit together by a fountain and large vents.	The Police takes two hard hats in a police station
Support	Four men- two in hats and two with mustaches- sit together by a fountain and large vents.	the hat is well adjusted
Neutral	Four men- two in hats and two with mustaches- sit together by a fountain and large vents.	Many men like to go out with a hat
Invalidate	Three young boys playing with the mud on a beach.	a wave destroyed their castle
Support	Three young boys playing with the mud on a beach.	the kid's parents are watching them from the bar
Neutral	Three young boys playing with the mud on a beach.	it was a perfect day for the beach
Invalidate	A meeting in a room with six people.	It is Saturday and no one is in the office.
Support	A meeting in a room with six people.	one of the bosses is missing because he is sick
Neutral	A meeting in a room with six people.	People often bring a pen and paper to meetings to take notes.
Invalidate	A helicopter about to land on the ground in the middle of clearing in the forest.	It landed safely after much effort
Support	A helicopter about to land on the ground in the middle of clearing in the forest.	Pilot is looking for best spot to land safe
Neutral	A helicopter about to land on the ground in the middle of clearing in the forest.	Helicopters need to consider space available for landing
Invalidate	A young child holding a flower to her nose	The child eats food in the kitchen.
Support	A young child holding a flower to her nose	The child smells the plant.
Neutral	A young child holding a flower to her nose	Most children like to look at flowers.
Invalidate	A child playing on a rope net.	A child standing in the play ground
Support	A child playing on a rope net.	Rope net playing seems very difficult to child
Neutral	A child playing on a rope net.	Playing is very important to child
Invalidate	A man is running, in a yellow runners shirt and matching running shorts, along the waterside with a big city in the background on a beautiful day.	He completes his homework without any tension.
Support	A man is running, in a yellow runners shirt and matching running shorts, along the waterside with a big city in the background on a beautiful day.	The water flows very strongly from higher to lower side.
Neutral	A man is running, in a yellow runners shirt and matching running shorts, along the waterside with a big city in the background on a beautiful day.	He drinks energy drink for his stamina.
Invalidate	A group of women dances Bali style in colorful outfits and makeup.	The women are exhausted after their performance.
Support	A group of women dances Bali style in colorful outfits and makeup.	The costumes the women are wearing are handcrafted.
Neutral	A group of women dances Bali style in colorful outfits and makeup.	Bali dance is a traditional form of dance.
Invalidate	On a foggy night, a gas station displays the price of gas.	The fog cleared in the morning making the price of gas easier to read.
Support	On a foggy night, a gas station displays the price of gas.	Sunglasses are needed to read the price of the gas.
Neutral	On a foggy night, a gas station displays the price of gas.	Gas stations display gas prices on large signs.
Invalidate	Dancers hold on to one another surrounded by a vast array of colors, fabrics and people.	The audition venue in which the dancers performed is pitch black and deserted.
Support	Dancers hold on to one another surrounded by a vast array of colors, fabrics and people.	They are holding hands and performing the play they practiced for months.
Neutral	Dancers hold on to one another surrounded by a vast array of colors, fabrics and people.	There are many forms of dancing.
Invalidate	Two homeless men and a dog sitting on the sidewalk.	They have received aid and found a shelter
Support	Two homeless men and a dog sitting on the sidewalk.	They started to eat something
Neutral	Two homeless men and a dog sitting on the sidewalk.	It's a shame that some people are in a homeless condition
Invalidate	Man in brown jacket sitting on bench.	The man heads to a restaurant.
Support	Man in brown jacket sitting on bench.	The man enjoys watching people while sitting down.
Neutral	Man in brown jacket sitting on bench.	Most people enjoy going to the park and sitting on a bench.
Invalidate	A woman peeks out from behind a rock located on the shore of a large body of water.	Security guards remove women from rock due to landslide dangerous
Support	A woman peeks out from behind a rock located on the shore of a large body of water.	it is difficult to understand how the woman manage to stay behind a rock in danger
Neutral	A woman peeks out from behind a rock located on the shore of a large body of water.	A lot of people like to stay behind rocks and close to shores of bodies of water
Invalidate	a man paints chinese characters.	The man has dinner with his wife.
Support	a man paints chinese characters.	The man uses six different colors for the characters.
Neutral	a man paints chinese characters.	Chinese characters have a lot of history.
Invalidate	A hiker has sat down to remove one of his shoes.	Hiker finally reached to his destination.
Support	A hiker has sat down to remove one of his shoes.	Hiker is inspecting his every equipment before the expedition.
Neutral	A hiker has sat down to remove one of his shoes.	Hikers are very laborious in their feat.
Invalidate	Two men talk at a crowded beach on a nice day.	Two men are swimming in a beach.
Support	Two men talk at a crowded beach on a nice day.	Two men are taking rest at a beach.
Neutral	Two men talk at a crowded beach on a nice day.	Men like to explore beaches.
Invalidate	Japanese schoolgirls walk down the street.	The girls go eat a salad.
Support	Japanese schoolgirls walk down the street.	The girls enjoy walking together.
Neutral	Japanese schoolgirls walk down the street.	Walking can be a good form of exercise.
Invalidate	A group of people sit on blankets at a gathering.	The Event Manager noticed some missing blankets in the following wrap-up count.
Support	A group of people sit on blankets at a gathering.	The groups look stunned with the speech.
Neutral	A group of people sit on blankets at a gathering.	A fall back resource allocation always helps prepare better for gathering arrangements.
Invalidate	Number 97 races his motorcycle while wearing his black and red outfit.	Number 97 is holding a wining race cup
Support	Number 97 races his motorcycle while wearing his black and red outfit.	Number 97 is very fast and steady from the start of the race.
Neutral	Number 97 races his motorcycle while wearing his black and red outfit.	Racing looks like mens sports
Invalidate	A woman dancing on the beach, with the ocean in the background.	She is going to another dance courses.
Support	A woman dancing on the beach, with the ocean in the background.	The type of mucis that they play is really hard to understand.
Neutral	A woman dancing on the beach, with the ocean in the background.	Nowadays
Invalidate	A man with an apron and hat cooking.	The man does the dishes after eating.
Support	A man with an apron and hat cooking.	The apron helps the man stay clean while in the kitchen.
Neutral	A man with an apron and hat cooking.	Chefs often wear aprons and hats.
Invalidate	A boy is standing in the ocean with his arms outstretched.	The man dries himself off after getting out of the pool.
Support	A boy is standing in the ocean with his arms outstretched.	The ocean waves splash as the boy holds his balance.
Neutral	A boy is standing in the ocean with his arms outstretched.	When the waves are strong
Invalidate	A dog looking at the camera with a piece of cloth in its mouth.	The dog snores peacefully in the corner.
Support	A dog looking at the camera with a piece of cloth in its mouth.	The dog's owner tries to get the sock back.
Neutral	A dog looking at the camera with a piece of cloth in its mouth.	Dogs make great companion pets.
Invalidate	During a race, a child outstretches her hand to the runners, who are all running in the opposite direction of her.	A little girl is playing with her toys.
Support	During a race, a child outstretches her hand to the runners, who are all running in the opposite direction of her.	The crowd is enjoying the race.
Neutral	During a race, a child outstretches her hand to the runners, who are all running in the opposite direction of her.	Running shoes help you go faster.
Invalidate	A rhythmic gymnast in a blue and pink outfit performs a ribbon routine.	The gymnasts are gathered in a circle as the coach explains some technical aspects of the routine.
Support	A rhythmic gymnast in a blue and pink outfit performs a ribbon routine.	The ribbon is getting entangled in the gymnasts legs.
Neutral	A rhythmic gymnast in a blue and pink outfit performs a ribbon routine.	Gymnastics is very challenging and requires a lot of training.
Invalidate	Blond woman hanging over the edge.	Blond woman is reached the safe area.
Support	Blond woman hanging over the edge.	To hang at the edge like that is so dangerous.
Neutral	Blond woman hanging over the edge.	These days
Invalidate	Phone booths occupied by a few people.	A strong boom from the supposed pump evacuates the entire perimeter
Support	Phone booths occupied by a few people.	people look forward to making phone calls
Neutral	Phone booths occupied by a few people.	Currently
Invalidate	Three young ladies chatting out on the patio.	A strong earthquake emptied everywhere
Support	Three young ladies chatting out on the patio.	While talking they all ask fir sweet tea.
Neutral	Three young ladies chatting out on the patio.	A woman is working at a restaurant
Invalidate	A group if people standing around a public fountain.	they leave because the police told them
Support	A group if people standing around a public fountain.	they enjoy some fresh air in the square
Neutral	A group if people standing around a public fountain.	they meet there every day to talk
Invalidate	A group of four individuals are on stage at a concert	The four people go out to eat at a restaurant.
Support	A group of four individuals are on stage at a concert	The four people try to decide what song to play.
Neutral	A group of four individuals are on stage at a concert	Most young people enjoy going to concerts.
Invalidate	A beautiful women are using pc table.	She looks a mirror
Support	A beautiful women are using pc table.	She is looking for what to study next year and what university she would like to go to
Neutral	A beautiful women are using pc table.	Looking at a screen for a long period of time can cause aging
Invalidate	A mother is taking care of an infant.	The mother goes on a date.
Support	A mother is taking care of an infant.	The mother tries to give the baby anything it needs.
Neutral	A mother is taking care of an infant.	Most mothers want to raise their kids right.
Invalidate	A kid is skateboarding in the suburbs.	The child is going to have lunch
Support	A kid is skateboarding in the suburbs.	The child feels a slight leg pain when riding with a wheel based vehicle for long hours
Neutral	A kid is skateboarding in the suburbs.	A small Roller based device helps to reach nearby places very quickly
Invalidate	A man and woman are sitting down and facing each other.	The people are holding their hands.
Support	A man and woman are sitting down and facing each other.	The people get some food at a restaurant.
Neutral	A man and woman are sitting down and facing each other.	Most people prefer to sit down.
Invalidate	Several people are riding bikes with people in stands watching.	one of the riders fell and got hurt
Support	Several people are riding bikes with people in stands watching.	many people passing by stop and watch the stunts
Neutral	Several people are riding bikes with people in stands watching.	this was the best bike park of the whole city
Invalidate	Small child in lavender coat flips through a paperback book while sitting on a multicolored bench in front of classroom supplies.	the girl is cold because she  has no jacket.
Support	Small child in lavender coat flips through a paperback book while sitting on a multicolored bench in front of classroom supplies.	reading is one of her favorite things to do.
Neutral	Small child in lavender coat flips through a paperback book while sitting on a multicolored bench in front of classroom supplies.	the school day will be over soon.
Invalidate	Two ladies walking down a busy street.	The ladies sit down for a meal.
Support	Two ladies walking down a busy street.	The ladies converse while they are walking.
Neutral	Two ladies walking down a busy street.	Walking can be a good form of exercise.
Invalidate	An older male looking at something in his hands as he walks through a field of wildflowers.	The season is now winter.
Support	An older male looking at something in his hands as he walks through a field of wildflowers.	He seems to love to do this in the season.
Neutral	An older male looking at something in his hands as he walks through a field of wildflowers.	Unattended fields grow a multitude of plants
Invalidate	A child climbing up a set of cement stairs.	He trips and scrapes his knee.
Support	A child climbing up a set of cement stairs.	They are leading up to the family apartment.
Neutral	A child climbing up a set of cement stairs.	You tell that ball who's boss puppy.
Invalidate	It appears to be a makeshift boat floating down a river while a woman is singing.	The woman gets food at a restaurant.
Support	It appears to be a makeshift boat floating down a river while a woman is singing.	The woman belts out her favorite song.
Neutral	It appears to be a makeshift boat floating down a river while a woman is singing.	Most women do not like to sing.
Invalidate	Two people working on designs in fabric.	The people break to eat lunch.
Support	Two people working on designs in fabric.	The people try to make good designs with their fabric.
Neutral	Two people working on designs in fabric.	People use fabric to make a lot of different things.
Invalidate	A dog catching a ball.	The man cries after it desperately as he tries to get the animal to return to him.
Support	A dog catching a ball.	It's a red and white ball with a little bell in it that jingles when it is shaken.
Neutral	A dog catching a ball.	No matter how much some animals are trained
Invalidate	A group of women are gathered, behind them is a black man with a goofy umbrella hat, he is sitting, resting.	Women are in the kitchen drinking tea.
Support	A group of women are gathered, behind them is a black man with a goofy umbrella hat, he is sitting, resting.	Women see the man with the hat
Neutral	A group of women are gathered, behind them is a black man with a goofy umbrella hat, he is sitting, resting.	It is fun to gather together outside.
Invalidate	Two men, on smoking, talk outside a street-side restaurant.	The two men drive home separately.
Support	Two men, on smoking, talk outside a street-side restaurant.	The two men discuss their favorite cigarettes.
Neutral	Two men, on smoking, talk outside a street-side restaurant.	Cigarette smoking is not good for you.
Invalidate	Man escaping a straitjacket while many people watch.	The man gets some food at a restaurant.
Support	Man escaping a straitjacket while many people watch.	The man gets his entire body free.
Neutral	Man escaping a straitjacket while many people watch.	Most people find magic entertaining.
