gold_label	sentence1	sentence2
Neutral	Two men studying a computer screen.	Most people do not enjoy studying.
Invalidate	Two young soccer players race to the goal.	Players are in the dressing room
Support	Two young soccer players race to the goal.	They are managing to score the goal
Neutral	Two young soccer players race to the goal.	It is hard to find stars like these players
Invalidate	A few people are walking in a waterfront area.	The people go to a restaurant to get food.
Support	A few people are walking in a waterfront area.	The people move at a brisk pace.
Neutral	A few people are walking in a waterfront area.	Most people like to walk for exercise.
Invalidate	At the shooting range, a man in a green jacket practices his shooting.	The man packs his gun and jacket and leaves the location.
Support	At the shooting range, a man in a green jacket practices his shooting.	While practicing the shooting
Neutral	At the shooting range, a man in a green jacket practices his shooting.	Men love shooting more than women.
Invalidate	A pair of ice skaters doing a routine on the ice.	Skaters play in the ice field
Support	A pair of ice skaters doing a routine on the ice.	One of the skater have jump over the ice
Neutral	A pair of ice skaters doing a routine on the ice.	At this days
Invalidate	Attendees for a presentation or lecture sit in blue chairs.	They talk about the thoughts on the presentation.
Support	Attendees for a presentation or lecture sit in blue chairs.	The presentation is sure to be captivating and informative.
Neutral	Attendees for a presentation or lecture sit in blue chairs.	Lectures are a great way to address a large group of people at one time.
Invalidate	Smiling girl with white shirt with boy standing behind making rabbit ears behind her head.	The guy and the girl are looking at the picture they took.
Support	Smiling girl with white shirt with boy standing behind making rabbit ears behind her head.	The guy is messing with her.
Neutral	Smiling girl with white shirt with boy standing behind making rabbit ears behind her head.	The guy loves having fun.
Invalidate	The blond boy wearing a striped shirt is walking through the grass.	He had his dinner and went to bed early as tomorrow morning he have an important meeting.
Support	The blond boy wearing a striped shirt is walking through the grass.	He is there to have a good time in the park
Neutral	The blond boy wearing a striped shirt is walking through the grass.	It is a perfect day to enjoy some sunlight in the park
Invalidate	A man is cutting wood with a power saw while another man watches.	The power of the saw is out
Support	A man is cutting wood with a power saw while another man watches.	Wood dust goes all over
Neutral	A man is cutting wood with a power saw while another man watches.	He wears protective eye care
Invalidate	Two teenage girls hold a card referring to periods as they smile.	The same folks are only frowning
Support	Two teenage girls hold a card referring to periods as they smile.	The girls laugh while holding the card
Neutral	Two teenage girls hold a card referring to periods as they smile.	Observers observed the girls holding the card
Invalidate	Three workers are performing their jobs while on scaffolding.	The workers are on their lunch break.
Support	Three workers are performing their jobs while on scaffolding.	The workers are building a new hotel.
Neutral	Three workers are performing their jobs while on scaffolding.	There is a man walking on the other side of the street.
Invalidate	Swimmers compete in the butterfly.	The swimmers get some food at the snack bar.
Support	Swimmers compete in the butterfly.	The swimmers try to go as fast as they can.
Neutral	Swimmers compete in the butterfly.	Most people view swimming as a good exercise.
Invalidate	A man is on a wire besides an electrical tower.	The man gets some food at a restaurant.
Support	A man is on a wire besides an electrical tower.	The man tries to keep his balance.
Neutral	A man is on a wire besides an electrical tower.	Most people don't want to climb electrical towers.
Invalidate	Young boys with backpacks walk down the street past a large bust of Buddha	The boys walk to their next location.
Support	Young boys with backpacks walk down the street past a large bust of Buddha	The boys are walking and see the buddha.
Neutral	Young boys with backpacks walk down the street past a large bust of Buddha	religious monuments attract a lot of attention
Invalidate	The elderly man wearing the white cap is holding his thumb up.	He is going to have dinner
Support	The elderly man wearing the white cap is holding his thumb up.	He gives a lot of valuable information to many young stundents to achieve great success in life
Neutral	The elderly man wearing the white cap is holding his thumb up.	Helping others in many ways and supporting everyone to lead their life is really a good character which we need to absorb
Invalidate	Lady with a black outfit and headset in her ear is fixing coffee.	Everyone has left the office for the day.
Support	Lady with a black outfit and headset in her ear is fixing coffee.	The lady is pouring water.
Neutral	Lady with a black outfit and headset in her ear is fixing coffee.	Caffeine is an important part of many people's days.
Invalidate	A woman and a man are in an air-traffic control tower looking out onto an airfield.	The man walks down the steps to report alarming flight conditions to his supervisor.
Support	A woman and a man are in an air-traffic control tower looking out onto an airfield.	They notice a plane that is not scheduled to appear.
Neutral	A woman and a man are in an air-traffic control tower looking out onto an airfield.	Air traffic is generally busy
Invalidate	Farm workers harvest celery on a bright, sunny day.	they are going to eat breakfast.
Support	Farm workers harvest celery on a bright, sunny day.	Farmers were taken to the field to hervest celery with a pick up truck
Neutral	Farm workers harvest celery on a bright, sunny day.	Trained workers can hervest a whole field of celery in a day
Invalidate	Two little boys lounge at a park, one sitting on a swing.	Nobody is in the park tonight.
Support	Two little boys lounge at a park, one sitting on a swing.	It is good seeing children playing on the swing set in the park.
Neutral	Two little boys lounge at a park, one sitting on a swing.	The park seems like a good place for children to play.
Invalidate	A man holds a baby on the table at a restaurant.	A woman is holding the baby instead of the  husband
Support	A man holds a baby on the table at a restaurant.	.The child is enjoy the company of her parent.
Neutral	A man holds a baby on the table at a restaurant.	The parent is nursing the young one
Invalidate	A young girl in a striped shirt and blue pants falls onto a trampoline while onlookers watch.	A young girl is sitting in an ambulance talking to a paramedic
Support	A young girl in a striped shirt and blue pants falls onto a trampoline while onlookers watch.	A young girl is terrified as she is carried off a trampoline
Neutral	A young girl in a striped shirt and blue pants falls onto a trampoline while onlookers watch.	It is the job of firefighters to try and save people from burning buildings
Invalidate	A female is helping a child drive a bumper car.	The two people grab some food.
Support	A female is helping a child drive a bumper car.	The child does his best to avoid the other cars.
Neutral	A female is helping a child drive a bumper car.	Bumper cars are a fun amusement ride.
Invalidate	A group of men and women eating and drinking.	Bartender is helping them get into vehicles
Support	A group of men and women eating and drinking.	They are completely immersed in fun
Neutral	A group of men and women eating and drinking.	Now a days it is common to see both genders having social drinks
Invalidate	A young man sits on a cliff, watching the ocean.	It gets so foggy you can't see you hand in front of your face.
Support	A young man sits on a cliff, watching the ocean.	He swings his feet as he day dreams and stares out at the water.
Neutral	A young man sits on a cliff, watching the ocean.	You should always exercise caution when near the edge of a cliff.
Invalidate	Two women are giving each other a hug while a man holding a glass is looking at the camera.	The man goes to bed to sleep.
Support	Two women are giving each other a hug while a man holding a glass is looking at the camera.	One of them seems to be returning from war and this is his welcome back party.
Neutral	Two women are giving each other a hug while a man holding a glass is looking at the camera.	There are some strange  actors who look into the camera so it makes it seem less natural when filming a movie.
Invalidate	One guy, in a white shirt and colorful pants, painting a column with many bright and colorful paints.	Work had been finished for the day.
Support	One guy, in a white shirt and colorful pants, painting a column with many bright and colorful paints.	He is excited to finish the project and show the public soon.
Neutral	One guy, in a white shirt and colorful pants, painting a column with many bright and colorful paints.	Art is an important form of expression.
Invalidate	Woman sitting on the couch sews.	The lady is on her bed.
Support	Woman sitting on the couch sews.	The woman is sitting on the sofa.
Neutral	Woman sitting on the couch sews.	The woman loves her sofa.
Invalidate	Two little boys are playing together on the bed.	These little boys stopped because they got mad at each other
Support	Two little boys are playing together on the bed.	A little boy is lying on the bed
Neutral	Two little boys are playing together on the bed.	Games are good for little kids
Invalidate	A older man walking by a restaurant, smoking a cigarette.	He brushes his teeth before bed
Support	A older man walking by a restaurant, smoking a cigarette.	The man is going shopping.
Neutral	A older man walking by a restaurant, smoking a cigarette.	Smoking brings joy to many despite the potential health consequences of the vice.
Invalidate	Some pedestrians are walking at an outdoor oriental marketplace while a yellow motorbike is parked in the middle or the market.	They are going to purchasing in a market.
Support	Some pedestrians are walking at an outdoor oriental marketplace while a yellow motorbike is parked in the middle or the market.	yellow bike is disturbing for people to crross
Neutral	Some pedestrians are walking at an outdoor oriental marketplace while a yellow motorbike is parked in the middle or the market.	It is common for people to walk in the pedestrian.
Invalidate	Two children practicing karate.	Two children watching their karate video at parkside
Support	Two children practicing karate.	Karate must be very useful to opposite person
Neutral	Two children practicing karate.	People are learn to karate
Invalidate	Two people are hang gliding.	After hang gliding two people had lunch.
Support	Two people are hang gliding.	The two people are lookind down with awe.
Neutral	Two people are hang gliding.	Hang gliding is very dangerous.
Invalidate	Asian man walking in a muddy stream pushing a wooden tool.	asian fall into muddy stream and don't get melted
Support	Asian man walking in a muddy stream pushing a wooden tool.	He is going to catch some fish for dinner.
Neutral	Asian man walking in a muddy stream pushing a wooden tool.	you are what you do
Invalidate	Tourists posing by a cement camel statue.	The tourists get something to eat at a restaurant.
Support	Tourists posing by a cement camel statue.	The tourists take many different photos.
Neutral	Tourists posing by a cement camel statue.	Most tourists like to take photos.
Invalidate	People are gathering on the porch of a wooden house built along the beach.	The house is deserted except for the cleaner who is picking up all the rubbish.
Support	People are gathering on the porch of a wooden house built along the beach.	The radio is blaring and there is a lot of banter among the group as they enjoy the cool sea breeze.
Neutral	People are gathering on the porch of a wooden house built along the beach.	Beach parties are popular during the warm summer months.
Invalidate	Here is a picture of a father burying his son in the sand and his sister helping get rid of him as well.	the beach is too hot for anyone to play
Support	Here is a picture of a father burying his son in the sand and his sister helping get rid of him as well.	the kids are too excited to play in the beach
Neutral	Here is a picture of a father burying his son in the sand and his sister helping get rid of him as well.	many people spend their weekends on the beach
Invalidate	The race car is being driven down the racetrack.	It had been a close one but they have managed to win.
Support	The race car is being driven down the racetrack.	cars are racing on the race track
Neutral	The race car is being driven down the racetrack.	Racing can be a very dangerous sport.
Invalidate	Shoppers look for Christmas gifts at Harrod's department store.	The store does not have any shoppers right now.
Support	Shoppers look for Christmas gifts at Harrod's department store.	They are buying gifts for Christmas.
Neutral	Shoppers look for Christmas gifts at Harrod's department store.	Christmas day being celebrated as big day.
Invalidate	Man slices food next to a gas oven in a dimly lit kitchen.	The man takes a nap in his bed.
Support	Man slices food next to a gas oven in a dimly lit kitchen.	The man tries to make the food look pretty.
Neutral	Man slices food next to a gas oven in a dimly lit kitchen.	Most men like to cook.
Invalidate	A man is sitting outside and lifting his shirt up.	The man removed his shirt and put that into a laundry basket.
Support	A man is sitting outside and lifting his shirt up.	The man is feeling the shirt to be very tight while trying to lift and remove it.
Neutral	A man is sitting outside and lifting his shirt up.	Men wear or remove shirts based on the climate outside.
Invalidate	Man and woman walking next to each other in front of Caution sign.	The two people go to bed for the night.
Support	Man and woman walking next to each other in front of Caution sign.	The two people look into each other's eyes while walking.
Neutral	Man and woman walking next to each other in front of Caution sign.	Walking is a good form of exercise.
Invalidate	The two children are in the bed with comic books.	The children go to the kitchen for a snack.
Support	The two children are in the bed with comic books.	The children read all the comic jokes.
Neutral	The two children are in the bed with comic books.	Most children enjoy comic books.
Invalidate	The child is holding a camera up close.	The child has a debilitatingly large nose and eyes that are swollen shut from an allergic reaction from earlier in the day
Support	The child is holding a camera up close.	The child is trying to capture a shot of his favorite dwarf beetles
Neutral	The child is holding a camera up close.	The camera only has one film left
Invalidate	A man curls up while sitting on a couch in a busy public area.	He's fighting with a restaurant owner over the lunch bill.
Support	A man curls up while sitting on a couch in a busy public area.	He seems to be homeless since his clothes are very old and dirty.
Neutral	A man curls up while sitting on a couch in a busy public area.	Some of the furniture that people leave outside will become a resting place for the homeless.
Invalidate	A lady in a convent rolling dough in the kitchen.	The lady is in the church saying prayers.
Support	A lady in a convent rolling dough in the kitchen.	The lady is adjusting the thickness
Neutral	A lady in a convent rolling dough in the kitchen.	Convent is the building used by the community
Invalidate	A man wakeboarding	The sun is sinking and the water is cold
Support	A man wakeboarding	he is training at his favourite beach
Neutral	A man wakeboarding	Water sports can be fun .
Invalidate	A woman taking a picture while enjoying a glass of wine.	The woman is now enjoying a show while sitting on the couch
Support	A woman taking a picture while enjoying a glass of wine.	The woman is really taking her time to savour the wine
Neutral	A woman taking a picture while enjoying a glass of wine.	Everyone love to come home and relax
Invalidate	A woman in a red coat is leaving a photo shop.	The red coat would be at the cleaners for several days.
Support	A woman in a red coat is leaving a photo shop.	The photos has turned out so beautiful.
Neutral	A woman in a red coat is leaving a photo shop.	The days were getting almost warm enough to not need a coat.
Invalidate	People getting ready for bikeathon.	The chief guest flags off the bikeathon.
Support	People getting ready for bikeathon.	A massive crowd has gathered to witness the event.
Neutral	People getting ready for bikeathon.	Bikeathon is an excellent way to raise money for charity.
Invalidate	A man in black and a man wearing makeup perform together.	the show is stopped because of an emergency
Support	A man in black and a man wearing makeup perform together.	the two are performing a duet
Neutral	A man in black and a man wearing makeup perform together.	there are 300 people in the theatre
Invalidate	A BMX racer in a blue and white uniform competing in a race on a dirt track.	A man takes off his black and red helmet.
Support	A BMX racer in a blue and white uniform competing in a race on a dirt track.	The dirt sprays up and hits the racer as he makes a turn.
Neutral	A BMX racer in a blue and white uniform competing in a race on a dirt track.	Many people like to try dirt biking
Invalidate	People swing on a red, metal amusement park ride in front of some trees.	The people are getting corn dogs
Support	People swing on a red, metal amusement park ride in front of some trees.	Their faces are showing they are scared for their lives while swinging
Neutral	People swing on a red, metal amusement park ride in front of some trees.	An amusement park is a very fun place to go with friends
Invalidate	Two men with white gloves box in a dimly lit boxing rink.	The room is empty
Support	Two men with white gloves box in a dimly lit boxing rink.	Both men try to win the fight.
Neutral	Two men with white gloves box in a dimly lit boxing rink.	Boxing is a wonderful way to stay in shape when done correctly.
Invalidate	A band with three members, guitarist, bassist and drummer, is playing a concert outside.	it's raining a lot.
Support	A band with three members, guitarist, bassist and drummer, is playing a concert outside.	The guitarist
Neutral	A band with three members, guitarist, bassist and drummer, is playing a concert outside.	There is also an acapella singing group playing.
Invalidate	There is a red and black race car on a track.	There is absolute silence at the track this afternoon
Support	There is a red and black race car on a track.	The blue and green car is about to overtake the one with the colors of the Atlanta Hawks
Neutral	There is a red and black race car on a track.	They are going for a break
Invalidate	A girl in black hat holding an african american baby.	the girl wants to walk but run away and the mother gets angry
Support	A girl in black hat holding an african american baby.	the two are headed to the nursery in order to let the kid play
Neutral	A girl in black hat holding an african american baby.	many people walked that day because of the beautiful weather
Invalidate	The boy is climbing a white rock wall.	The boy is on the ground.
Support	The boy is climbing a white rock wall.	The boy is working hard to climb the wall.
Neutral	The boy is climbing a white rock wall.	Climbing rock walls is fun to do.
Invalidate	A man with a white shirt and tie is standing on a sidewalk between cement barriers.	The man is now in his office eating a sandwich
Support	A man with a white shirt and tie is standing on a sidewalk between cement barriers.	The cement barriers have enclosed any exit for the man; he is now stuck there until the city moves the equipment
Neutral	A man with a white shirt and tie is standing on a sidewalk between cement barriers.	The man takes a random route to work every day
Invalidate	A smiling old man with a mustache displays the process of flattening and curing meat.	Young butcher moved visitors to the side room to await their meat packages.
Support	A smiling old man with a mustache displays the process of flattening and curing meat.	A forgotten knife is cleaned happily by the elderly man to finish his meat business.
Neutral	A smiling old man with a mustache displays the process of flattening and curing meat.	Chicken sandwiches are on the menu for tonight!
Invalidate	Some men are sitting at a table, talking and eating a meal together.	one of them has to leave because his wife called him
Support	Some men are sitting at a table, talking and eating a meal together.	this place has the best pizza in the whole city
Neutral	Some men are sitting at a table, talking and eating a meal together.	every two weeks the men meet up at the restaurant and talk about their jobs
Invalidate	A man and woman walk down a sidewalk while they hold hands.	The two people go to their separate homes.
Support	A man and woman walk down a sidewalk while they hold hands.	The two people love to show romance while walking.
Neutral	A man and woman walk down a sidewalk while they hold hands.	Walking is a good form of exercise.
Invalidate	A little boy surrounded by birds in a park.	the birds finished all the food he threw and gone
Support	A little boy surrounded by birds in a park.	he aska his mother another piece of bread to throw
Neutral	A little boy surrounded by birds in a park.	these birds are very hungry
Invalidate	A guy is at a computer with a plate above it that says the name Joseph.	The guy is having lunch during break.
Support	A guy is at a computer with a plate above it that says the name Joseph.	He is working on his computer.
Neutral	A guy is at a computer with a plate above it that says the name Joseph.	Young people mostly work on computer.
Invalidate	A man and a young boy sing together.	in the evening both of the men and the child go back home
Support	A man and a young boy sing together.	both of them sing a very nice song all people happy with that and they said more please
Neutral	A man and a young boy sing together.	the children's and men's can do some sings and they will do great job in ours days.
Invalidate	A dog rolls in the grass.	Dog takes a nap.
Support	A dog rolls in the grass.	The dog is playing outdoors.
Neutral	A dog rolls in the grass.	Dogs are playful and can be wonderful pets.
Invalidate	Two males practicing fencing, or knife fighting in a gym.	The two men get some food in the cafeteria.
Support	Two males practicing fencing, or knife fighting in a gym.	The men try to stab each other with their swords.
Neutral	Two males practicing fencing, or knife fighting in a gym.	Most people enjoy watching fencing in the Olympics.
Invalidate	A kid is skateboarding in the suburbs.	A kid playing a video games.
Support	A kid is skateboarding in the suburbs.	He enjoys skateboarding so much.
Neutral	A kid is skateboarding in the suburbs.	Kids also like skateboarding as men.
Invalidate	The girl with a red coat is walking across the grass.	The girl hangs her coat up on her coatrack.
Support	The girl with a red coat is walking across the grass.	The grass feels good on the girl's feet.
Neutral	The girl with a red coat is walking across the grass.	Most people do not wear coats when they can walk outside on grass.
Invalidate	Women at a crosswalk wearing jeans.	The women arrives at the restaurant and eats.
Support	Women at a crosswalk wearing jeans.	They stand at the crosswalk patiently waiting for the light to turn.
Neutral	Women at a crosswalk wearing jeans.	Crosswalks make traveling across a road safer.
Invalidate	People are standing in line at a store.	The people get home
Support	People are standing in line at a store.	I have been waiting in line for  4 hours
Neutral	People are standing in line at a store.	it was a long day today
Invalidate	A man with ski poles stands in front of a mountain.	An avalanche of great proportions is taking place
Support	A man with ski poles stands in front of a mountain.	There are people who like to meditate in front of the mountain
Neutral	A man with ski poles stands in front of a mountain.	There are people who like to watch skiers in the mountains
Invalidate	A woman is kneading dough on a table.	Her family is having biscuits for breakfast.
Support	A woman is kneading dough on a table.	Her children wonder what their mother is making.
Neutral	A woman is kneading dough on a table.	Most women like to cook.
Invalidate	Construction workers are building a house.	The family can move into the new house.
Support	Construction workers are building a house.	The construction workers are building the house quickly.
Neutral	Construction workers are building a house.	Building a new house is expensive.
Invalidate	Two black dogs are facing each other showing their teeth.	The two black dogs are running around in the park.
Support	Two black dogs are facing each other showing their teeth.	The two black dogs are barking furiously at each other.
Neutral	Two black dogs are facing each other showing their teeth.	Dogs often like to acknowledge each other when passing by
Invalidate	Two working men take a water break.	Two working men going for a dinner.
Support	Two working men take a water break.	the water they drink is bottled.
Neutral	Two working men take a water break.	these days people drink filtered water.
Invalidate	A dog runs through the snow with a stick in its mouth.	The owner is beating the animal with the belt after it went missing for four hours.
Support	A dog runs through the snow with a stick in its mouth.	The dog enjoys playing in the woods and finds it exciting.
Neutral	A dog runs through the snow with a stick in its mouth.	The woods are quiet again now that they are gone.
Invalidate	A young boy and girl sit in a garden while attempting to pick something.	The girl and boy give the bouquet to their parents
Support	A young boy and girl sit in a garden while attempting to pick something.	The couple is picking out roses
Neutral	A young boy and girl sit in a garden while attempting to pick something.	The girl likes white roses
Invalidate	The man and boy sit on the ground, next to a rocky wall.	No one could be seen all along the street.
Support	The man and boy sit on the ground, next to a rocky wall.	They talk and laugh as they wait enjoying the time to rest.
Neutral	The man and boy sit on the ground, next to a rocky wall.	The structural integrity of a wall is completely dependent on the builder.
Invalidate	People from the Internet are flash mobbing Cheesecake Factory.	All of the restaurants are closed for the evening.
Support	People from the Internet are flash mobbing Cheesecake Factory.	It appears to be the newest fad.
Neutral	People from the Internet are flash mobbing Cheesecake Factory.	Cheesecake is one of the most popular desserts in existance.
Invalidate	A person does a jump on a bike in a natural setting.	A man is checking his fuel in his motorbike.
Support	A person does a jump on a bike in a natural setting.	He is doing some unbelievable acrobatics on his motorbike.
Neutral	A person does a jump on a bike in a natural setting.	People are doing acrobatics on their motorbike for social platforms.
Invalidate	A tennis player wearing an orange shirt and brown shorts appears to be hitting the ball back to his opponent.	The tennis player wears nothing
Support	A tennis player wearing an orange shirt and brown shorts appears to be hitting the ball back to his opponent.	The tennis player snaps his racket in half
Neutral	A tennis player wearing an orange shirt and brown shorts appears to be hitting the ball back to his opponent.	tennis player is on proper dressed up while playing
Invalidate	She is playing tennis with her blue tennis clothes on, it looks hot out there.	The rain is falling really hard with dangerous rays
Support	She is playing tennis with her blue tennis clothes on, it looks hot out there.	She serves expertly and scores a point without even seeming to try.
Neutral	She is playing tennis with her blue tennis clothes on, it looks hot out there.	Sports are a social and productive way to get exercise.
Invalidate	A man and woman are dancing in a nightclub and smiling.	Couple starts making move to their home
Support	A man and woman are dancing in a nightclub and smiling.	They are enjoying the duet dance
Neutral	A man and woman are dancing in a nightclub and smiling.	Entry in night clubs need a partner in general
Invalidate	A group of young children are participating in arts and crafts.	The group of kids is outside playing basketball.
Support	A group of young children are participating in arts and crafts.	The group of children are making friendship bracelets.
Neutral	A group of young children are participating in arts and crafts.	Arts and crafts are a good way to practice your creativity skills.
Invalidate	A dog is jumping in the air over some leaves.	It started walking along with its Master
Support	A dog is jumping in the air over some leaves.	The dog looks like flying.
Neutral	A dog is jumping in the air over some leaves.	There is no animal here.
Invalidate	A black and tan dog jumping in the air in a grassy area in front of a fence.	Dog is barking at the strangers .
Support	A black and tan dog jumping in the air in a grassy area in front of a fence.	This dog is so pretty and look how high he can jump.
Neutral	A black and tan dog jumping in the air in a grassy area in front of a fence.	Dogs like to entertain themselves in grassy area.
Invalidate	A smiling child wearing a swimsuit, swim cap, and goggles is sitting on a green chair.	The child left their chair to go swimming.
Support	A smiling child wearing a swimsuit, swim cap, and goggles is sitting on a green chair.	The mother is taking a picture.
Neutral	A smiling child wearing a swimsuit, swim cap, and goggles is sitting on a green chair.	Swimming is good exercise for people.
Invalidate	Women at a crosswalk wearing jeans.	After a pre-show event on the crosswalk
Support	Women at a crosswalk wearing jeans.	A sort of jeans manifesto is happening on the crosswalk this morning
Neutral	Women at a crosswalk wearing jeans.	I didn't understand why so many women were wearing jeans on the street
Invalidate	A bird flies low as a businessman walks down the street.	The businessman eats breakfast at a restaurant.
Support	A bird flies low as a businessman walks down the street.	The bird poops on the businessman's shoulder.
Neutral	A bird flies low as a businessman walks down the street.	The bird is a brown colored barn swallow.
Invalidate	A girl in a pink outfit and a blue cap laughs.	All of the children had left for the day.
Support	A girl in a pink outfit and a blue cap laughs.	She is excited to play her first game today.
Neutral	A girl in a pink outfit and a blue cap laughs.	There is nothing more sweet then the laugh of a child.
Invalidate	Two white standard poodles playing tug-of-war in the snow.	There are no animals in the place.
Support	Two white standard poodles playing tug-of-war in the snow.	They bark and wave their tails while they played.
Neutral	Two white standard poodles playing tug-of-war in the snow.	it is easy to see why dogs are man's best friend.
Invalidate	Two dogs are wrestling on the ground in the snow.	There are no animals on the ground now.
Support	Two dogs are wrestling on the ground in the snow.	They bark and chase each other as they play.
Neutral	Two dogs are wrestling on the ground in the snow.	Dog is man's best friend.
Invalidate	A calm street corner with a man sitting on a stool looking at something on a small platform.	the mand has to leave to go back home
Support	A calm street corner with a man sitting on a stool looking at something on a small platform.	a girl stops by and starte talking to that man
Neutral	A calm street corner with a man sitting on a stool looking at something on a small platform.	many people stopped there to have a good summer day
Invalidate	A crowd in a large city seeing the sites of the downtown lights.	the crown had to leave because someone called the police
Support	A crowd in a large city seeing the sites of the downtown lights.	they are all waiting for the fireworks tonight
Neutral	A crowd in a large city seeing the sites of the downtown lights.	summer night allows many people to stay outside
Invalidate	A woman standing on trashcan with a camera.	The woman takes a shower at home.
Support	A woman standing on trashcan with a camera.	The camera flickers as the woman takes pictures.
Neutral	A woman standing on trashcan with a camera.	There are several different types of cameras.
Invalidate	Woman in black laying on a bed.	Women sit up on a bed
Support	Woman in black laying on a bed.	woman in skirt and black shirt lying on bed
Neutral	Woman in black laying on a bed.	Nobody saw the color of the women's clothes
Invalidate	A bride and groom, wearing leis, cutting their wedding cake.	The wedding cake is tasty.
Support	A bride and groom, wearing leis, cutting their wedding cake.	The knife cuts through the cake easily.
Neutral	A bride and groom, wearing leis, cutting their wedding cake.	Leis are common traditional accessories for Hawaiian beach weddings.
Invalidate	Dog running through grass in fenced in area.	The dog rests in his dog house.
Support	Dog running through grass in fenced in area.	The dog sprints as fast as he can.
Neutral	Dog running through grass in fenced in area.	Most dogs like running in the grass.
Invalidate	A basketball game between two schools.	the game was a draw
Support	A basketball game between two schools.	The game is currently a draw.
Neutral	A basketball game between two schools.	sports are important in schools
Invalidate	Four women and one man sitting on the sidewalk with sleeping bags.	People are walking back to their home from the sidewalk.
Support	Four women and one man sitting on the sidewalk with sleeping bags.	They are gossiping each other.
Neutral	Four women and one man sitting on the sidewalk with sleeping bags.	People usually rest in sleeping bags in open places.
Invalidate	A man rides his bike while picking his nose.	The man is having a conversation with a woman
Support	A man rides his bike while picking his nose.	The man is holding the handlebar with one hand only while he is at it
Neutral	A man rides his bike while picking his nose.	Riding a bike with one hand demands skill
Invalidate	A man is standing on top of a rock or mountain watching the sunset.	A man is climbing down a mountain.
Support	A man is standing on top of a rock or mountain watching the sunset.	A man watches as the sun disappears behind the horizon from his elevated position.
Neutral	A man is standing on top of a rock or mountain watching the sunset.	The sunset is beautiful from the top of the mountain!
Invalidate	A man looks sits on a field among other people.	The man eats food at a restaurant.
Support	A man looks sits on a field among other people.	The man relaxes in the field.
Neutral	A man looks sits on a field among other people.	Most people like to sit in a field.
Invalidate	A person in yellow is riding a dirt bike on a dirt path.	The person is refueling the bike.
Support	A person in yellow is riding a dirt bike on a dirt path.	The person is practising for an event.
Neutral	A person in yellow is riding a dirt bike on a dirt path.	Biking on a dirt path can be tricky.
Invalidate	This old Asian woman rests and fans herself on an apparently hot day in the city.	after a shower she goest to bed
Support	This old Asian woman rests and fans herself on an apparently hot day in the city.	her forehand shines with swet
Neutral	This old Asian woman rests and fans herself on an apparently hot day in the city.	her house is on the middle of the suburbs
Invalidate	A brown dog plays in the snow.	The dog is enjoying a treat.
Support	A brown dog plays in the snow.	It is playing time for the dog.
Neutral	A brown dog plays in the snow.	Dogs love to play in the snow because it is so much fun.
Invalidate	This person is rock climbing.	This person standing on the mountain
Support	This person is rock climbing.	She is wearing a helmet.
Neutral	This person is rock climbing.	Climbing is very difficult to a person
Invalidate	These people are riding in a boat.	The people all stop at a restaurant for food.
Support	These people are riding in a boat.	The people try to paddle as fast as they can.
Neutral	These people are riding in a boat.	Most people enjoy going out on a boat.
Invalidate	A group of rollerskaters follow the lead of a man wearing blue pants and a red shirt on a wood paneled floor.	The arena is empty and silent.
Support	A group of rollerskaters follow the lead of a man wearing blue pants and a red shirt on a wood paneled floor.	Rolling around while dancing and grooving with each other.
Neutral	A group of rollerskaters follow the lead of a man wearing blue pants and a red shirt on a wood paneled floor.	Skating is a great from of exercise whether on land or ice.
Invalidate	A woman in a mustard dress with a white purse is walking down the street in front of a brick building.	While sitting at a bar having a drink
Support	A woman in a mustard dress with a white purse is walking down the street in front of a brick building.	She feels pretty in her dress and hopes people notice her.
Neutral	A woman in a mustard dress with a white purse is walking down the street in front of a brick building.	A scent of flowers lingers in the air after she has passed.
Invalidate	A man holding a fishing rod stands nearby four men with a jet ski.	jet skiing was closed before 7:00 pm today
Support	A man holding a fishing rod stands nearby four men with a jet ski.	they are very much excited on jet skiing
Neutral	A man holding a fishing rod stands nearby four men with a jet ski.	people love to jet ski
Invalidate	A man in suit and tie is sitting in an otherwise empty outdoor dining area.	Ambulance takes a man who had a bad sudden in a dining room
Support	A man in suit and tie is sitting in an otherwise empty outdoor dining area.	The man relaxes while off his feet.
Neutral	A man in suit and tie is sitting in an otherwise empty outdoor dining area.	A lot of people like to get into the dining room
Invalidate	a young boy pretending to play with an ice sculpture gun	A young boy is swimming in a heated pool.
Support	a young boy pretending to play with an ice sculpture gun	A young boy is aiming his gun across the yard at his 2 friends.
Neutral	a young boy pretending to play with an ice sculpture gun	Yesterday
Invalidate	A bunch of people are getting served their food from an outside festival.	No people could be seen as the festival is over.
Support	A bunch of people are getting served their food from an outside festival.	So many choices there is something to eat for everyone.
Neutral	A bunch of people are getting served their food from an outside festival.	Food trucks have been growing in popularity in recent years.
Invalidate	A brown and white dog with a brown and black bandanna running very fast.	The dog rests in his dog house.
Support	A brown and white dog with a brown and black bandanna running very fast.	The dog sprints as fast as he can.
Neutral	A brown and white dog with a brown and black bandanna running very fast.	Most dogs enjoy running outside.
Invalidate	A person is standing with an umbrella.	the sun shone again after the rain
Support	A person is standing with an umbrella.	I sold this model of umbrella a lot
Neutral	A person is standing with an umbrella.	many people do not leave home without an umbrella
Invalidate	A person walks in front of the Heal's store.	The person bought some medicine.
