gold_label	sentence1	sentence2
Invalidate	There is a little girl running on the beach.	the girl was crying but she finds her parents at a store
Support	There is a little girl running on the beach.	the girl is there with her parents
Neutral	There is a little girl running on the beach.	the beach was very crowded
Invalidate	Men on the ground looking up at there fellow workmen standing on a scaffold.	It is a holiday
Support	Men on the ground looking up at there fellow workmen standing on a scaffold.	They wait for their turns to scale the ladders on their perspective sides.
Neutral	Men on the ground looking up at there fellow workmen standing on a scaffold.	Personal protection equipment is important in all workplaces.
Invalidate	A marching band performing.	They are going home
Support	A marching band performing.	The equipment is difficult to handle and bring quality sound and musik
Neutral	A marching band performing.	The cultural programme activities will help the children to be more active in everything.
Invalidate	A group of people wearing sweaters at a cafe.	A group of people walking home together.
Support	A group of people wearing sweaters at a cafe.	A group of people drinking coffee.
Neutral	A group of people wearing sweaters at a cafe.	These days
Invalidate	construction workers are working on beams.	construction workers are sitting in a group during night time
Support	construction workers are working on beams.	Based on the suggestions given by the supervisor
Neutral	construction workers are working on beams.	Erecting beam can be considered to be one of the most challenging tasks for construction workers.
Invalidate	Young woman in a white shirt is talking to a person in a black hat, while a football game is shown on a flat screen TV in the background.	She is trying to discern her friend from among the crowd to return his headwear
Support	Young woman in a white shirt is talking to a person in a black hat, while a football game is shown on a flat screen TV in the background.	She reaches out for her friends hat and tries it on
Neutral	Young woman in a white shirt is talking to a person in a black hat, while a football game is shown on a flat screen TV in the background.	People who wear hats attract curiosity and said object tends to become the focal point of any conversation.
Invalidate	A man, dresses in white, holds a can while he walks on brick pavement.	Man fills the water in the can
Support	A man, dresses in white, holds a can while he walks on brick pavement.	He is looking at the things while he walks along sreet.
Neutral	A man, dresses in white, holds a can while he walks on brick pavement.	People play football on  brick pavement.
Invalidate	Man in black jumps over a rope as crowd looks on.	The man goes to a restaurant for food.
Support	Man in black jumps over a rope as crowd looks on.	The man tries to leap as high as he can.
Neutral	Man in black jumps over a rope as crowd looks on.	Most people enjoy jumping rope.
Invalidate	A young man wears a helmet and protective clothing as he races his dirt bike through a muddy track.	The young man showers to rinse off the mud after his race.
Support	A young man wears a helmet and protective clothing as he races his dirt bike through a muddy track.	The young man passes another racer and passes the finish line and finishes second.
Neutral	A young man wears a helmet and protective clothing as he races his dirt bike through a muddy track.	If you are dirt biking
Invalidate	A man and two women at a restaurant talking and having drinks.	They are going to bed
Support	A man and two women at a restaurant talking and having drinks.	They are enjoying themselves by discussing something and drinking beverages.
Neutral	A man and two women at a restaurant talking and having drinks.	Enjoying by discussing something and brewing beverages at a food court will help to refresh the mind and lead a peaceful life.
Invalidate	Several children excitedly coming down a slide.	They are going to reach home
Support	Several children excitedly coming down a slide.	They are enjoying themselves by moving smoothly over a snow-covered slope while standing on a snowboard
Neutral	Several children excitedly coming down a slide.	Moving smoothly over a snow-covered slope while standing on a snowboard will help to refresh the mind and stay strong.
Invalidate	An old man riding an open carriage drawn by a small donkey.	Ambulance takes an old man who had a bad sudden
Support	An old man riding an open carriage drawn by a small donkey.	this carriage I sold is very time-punished
Neutral	An old man riding an open carriage drawn by a small donkey.	Many old gentlemen like an open carriage
Invalidate	A woman in a multicolored top is walking down the street and holding a black purse while talking on her phone.	The street is completely barren and silent.
Support	A woman in a multicolored top is walking down the street and holding a black purse while talking on her phone.	She chats to her friend about her date the night before.
Neutral	A woman in a multicolored top is walking down the street and holding a black purse while talking on her phone.	Sidewalks are the safest travel option for pedestrians.
Invalidate	A man and a woman standing against a white wall taking a picture with shadows against the wall.	The two people get food at a restaurant.
Support	A man and a woman standing against a white wall taking a picture with shadows against the wall.	The two people try to get the best photo possible.
Neutral	A man and a woman standing against a white wall taking a picture with shadows against the wall.	Most people like to take pictures.
Invalidate	A man wearing a gray button up shirt is drilling a hole on top of the metal keg barrel.	Drilling work is done.
Support	A man wearing a gray button up shirt is drilling a hole on top of the metal keg barrel.	They are trying to get the liquid out.
Neutral	A man wearing a gray button up shirt is drilling a hole on top of the metal keg barrel.	The bar has re-opened this week after almost a year of lockdown
Invalidate	A man with black shirt and jeans is nailing something on the top step of a ladder.	a man is taking a break and drinking tea
Support	A man with black shirt and jeans is nailing something on the top step of a ladder.	a man with a black shirt climbs down a ladder to bring a fallen nail
Neutral	A man with black shirt and jeans is nailing something on the top step of a ladder.	ladders can be quite dangerous for heavy men
Invalidate	A bald man in white linens plays a musical instrument on a red rug outside.	He wipes the instrument with a cloth.
Support	A bald man in white linens plays a musical instrument on a red rug outside.	The man has long
Neutral	A bald man in white linens plays a musical instrument on a red rug outside.	The cold air presses in gently.
Invalidate	A man in a plaid shirt uses a tool by a tree.	Bob load a tree under the moonlight
Support	A man in a plaid shirt uses a tool by a tree.	Bob wears a red and black flannel when chopping wood
Neutral	A man in a plaid shirt uses a tool by a tree.	Bob loves to cut wood
Invalidate	an African man and woman, they are holding hands, and he is holding a wire connected to a device.	They will be going to bed
Support	an African man and woman, they are holding hands, and he is holding a wire connected to a device.	They are enjoying themselves by keeping the arms with each other and the male keeps an electronic device for recording something.
Neutral	an African man and woman, they are holding hands, and he is holding a wire connected to a device.	Enjoying themselves by keeping the arms with each other will help to stay with mindfulness.
Invalidate	A musician playing a stage lit in red sings into a microphone.	Unfortunately we have to wait until we can attend live music events again
Support	A musician playing a stage lit in red sings into a microphone.	The musician is well-known and a big star in other parts of the world
Neutral	A musician playing a stage lit in red sings into a microphone.	This stage is solely used for musicals
Invalidate	An adult female and baby outside with a glass on a metal table.	There is no one in sight.
Support	An adult female and baby outside with a glass on a metal table.	She comforts the infant as they wait for the doctor.
Neutral	An adult female and baby outside with a glass on a metal table.	You have to be careful with glass around children.
Invalidate	A man rides a bicycle down a road with concrete barriers.	The man walks with his dog.
Support	A man rides a bicycle down a road with concrete barriers.	He have been riding for hours
Neutral	A man rides a bicycle down a road with concrete barriers.	It was nice out the breeze was refreshing.
Invalidate	Two children, one of which is holding a stick, are standing on the beach as the sun begins to set.	Two children wash sand off of their feet before going into the house.
Support	Two children, one of which is holding a stick, are standing on the beach as the sun begins to set.	The night animals come out on the beach as the temperature drops.
Neutral	Two children, one of which is holding a stick, are standing on the beach as the sun begins to set.	Waves hitting the beach are beautiful by moonlight.
Invalidate	A man in a cap is walking and carrying items.	He arrives at his workplace
Support	A man in a cap is walking and carrying items.	The bag is heavy and it is a long way from work.
Neutral	A man in a cap is walking and carrying items.	Many people walk to work to save on gas and help the environment.
Invalidate	A human with a dog outside during winter time.	He is turning on the stove.
Support	A human with a dog outside during winter time.	The dog is urinated in front of the home
Neutral	A human with a dog outside during winter time.	These days
Invalidate	A busy street in New York City.	Due to attacks the city of NY is deserted
Support	A busy street in New York City.	If you have to get to an appointment early in NY
Neutral	A busy street in New York City.	A lot of people like to walk the streets of NY
Invalidate	Three teens are talking near a wall.	Three teens riding bicycle towards their home
Support	Three teens are talking near a wall.	The voice is very loud shows they are teens
Neutral	Three teens are talking near a wall.	Teens always makes their group meeting near a wall
Invalidate	Men in red bowties are singing in a choir.	a power outage made people leave
Support	Men in red bowties are singing in a choir.	Interesting the way that songs are well in chorus
Neutral	Men in red bowties are singing in a choir.	A lot of people like to watch singing groups
Invalidate	A woman poses with her white dog on a sidewalk.	The lady has her eyes shut in the picture because the dog was licking her face.
Support	A woman poses with her white dog on a sidewalk.	She is carrying the dog in her arms.
Neutral	A woman poses with her white dog on a sidewalk.	There are many dog walkers heading towards the park in the mornings these days.
Invalidate	There is a crowd of people with their hands up in the air, supporting a man in a black uniform holding a white ball.	The event was over and everyone had left.
Support	There is a crowd of people with their hands up in the air, supporting a man in a black uniform holding a white ball.	He appears to be crowd surfing across his fans.
Neutral	There is a crowd of people with their hands up in the air, supporting a man in a black uniform holding a white ball.	It's nice to know that someone always has your back.
Invalidate	A very young blond girl wearing pink pants with white polka dots is sitting on a wooded trail in a forest.	She is going to have lunch
Support	A very young blond girl wearing pink pants with white polka dots is sitting on a wooded trail in a forest.	The girl wants to have a snack.
Neutral	A very young blond girl wearing pink pants with white polka dots is sitting on a wooded trail in a forest.	She faces some difficulties as some of the places are dark during day time in a large wooded area
Invalidate	a man gives another man a piggyback ride.	he felt tired and took a nap
Support	a man gives another man a piggyback ride.	the one in the back is hard to carry
Neutral	a man gives another man a piggyback ride.	the wind was blowing fresh and nice
Invalidate	A kayaker battles the rapids.	The kayaker relaxes at the restaurant.
Support	A kayaker battles the rapids.	The kayaker is rowing as hard as he can against the water.
Neutral	A kayaker battles the rapids.	Kayaking is a fun hobby for some.
Invalidate	A person in a helmet rides a four-wheel vehicle in the desert.	The person tries to do tricks on his vehicle in asphalt.
Support	A person in a helmet rides a four-wheel vehicle in the desert.	The person heads home after a long day.
Neutral	A person in a helmet rides a four-wheel vehicle in the desert.	Many people enjoy riding four-wheel vehicles.
Invalidate	A girl going on a ride in a circus that spins around in circles up in the air.	The girl gets some ice cream with her dad.
Support	A girl going on a ride in a circus that spins around in circles up in the air.	The girl begins to get dizzy from the spinning.
Neutral	A girl going on a ride in a circus that spins around in circles up in the air.	Circus rides are fun for most kids.
Invalidate	Four people are sitting at a picnic bench eating while a fifth man stands next to the bench.	They are going to reach home
Support	Four people are sitting at a picnic bench eating while a fifth man stands next to the bench.	The people are having foods in a tourist place while the waiter is serving them.
Neutral	Four people are sitting at a picnic bench eating while a fifth man stands next to the bench.	Having foods in a tourist place will help to refresh the mind and lead a peaceful life.
Invalidate	A Indian woman in coral and brown is speaking on a cellphone.	A woman is cooking her dinner.
Support	A Indian woman in coral and brown is speaking on a cellphone.	She is talking with her friends over phone.
Neutral	A Indian woman in coral and brown is speaking on a cellphone.	Women like gossiping on phones.
Invalidate	Three men wearing bright yellow vests work on a road.	There aren't any workers on the road.
Support	Three men wearing bright yellow vests work on a road.	Who is on the road doing work?
Neutral	Three men wearing bright yellow vests work on a road.	They were on the road wearing bright yellow.
Invalidate	A black dog on a rocky beach.	The dog eats food at his owner's house.
Support	A black dog on a rocky beach.	The dog enjoys the sand between his paws.
Neutral	A black dog on a rocky beach.	Most dogs enjoy running around on the beach.
Invalidate	A group of players on a team are posing together.	The group plays a soccer game.
Support	A group of players on a team are posing together.	The group poses for several photos.
Neutral	A group of players on a team are posing together.	Team photos are a great way to remember past times.
Invalidate	A young boy in a hat is fishing by himself.	The boy ended up having to buy fish from the store.
Support	A young boy in a hat is fishing by himself.	The boy is catching several large fish.
Neutral	A young boy in a hat is fishing by himself.	Fishing is a hobby that several people enjoy.
Invalidate	a wood workshop with a man working on equipment	A man is showing some his hand made chairs to his customers.
Support	a wood workshop with a man working on equipment	He is making wooden chairs.
Neutral	a wood workshop with a man working on equipment	Man put a lot of effort to make wooden things.
Invalidate	A man takes aim at a golf ball as his swing is fully extended behind his back.	They try but can't find the golf ball as it gets too dark to find the ball.
Support	A man takes aim at a golf ball as his swing is fully extended behind his back.	He handls his sticks to caddie and reaches the ball again to take next shot
Neutral	A man takes aim at a golf ball as his swing is fully extended behind his back.	He always behaved very well with all the caddies
Invalidate	A child runs with a racket and a tennis ball in a field while being chased by a golden retriever and a young boy.	the dog bit one of the kids that started bleeding
Support	A child runs with a racket and a tennis ball in a field while being chased by a golden retriever and a young boy.	The parents are watching after them
Neutral	A child runs with a racket and a tennis ball in a field while being chased by a golden retriever and a young boy.	many people were there to enjoy the sun
Invalidate	A helicopter on a clear day taking off.	The helicopter lands safely on the ground.
Support	A helicopter on a clear day taking off.	The propellers of the helicopter spin for the ascent.
Neutral	A helicopter on a clear day taking off.	Helicopters can be a fun way to travel.
Invalidate	a lady with a baseball cap on talking on he cellphone	She is putting the cell phone in her bag.
Support	a lady with a baseball cap on talking on he cellphone	She nervously gesticulates as it is seems to be an emotional phone call.
Neutral	a lady with a baseball cap on talking on he cellphone	many people use the ride to work to do phone calls
Invalidate	a transportation vehicle is carrying a crowd of people who are sitting and standing.	the vehicle is now empty
Support	a transportation vehicle is carrying a crowd of people who are sitting and standing.	the people are sweating profusely in the vehicle
Neutral	a transportation vehicle is carrying a crowd of people who are sitting and standing.	public transport should be made so everyone has comfort
Invalidate	A group of oriental dancers are performing in a parking lot.	Everyone has retired to their homes for the evening.
Support	A group of oriental dancers are performing in a parking lot.	They spin and jump with one another.
Neutral	A group of oriental dancers are performing in a parking lot.	Dance is an important form of expression in many cultures.
Invalidate	The man in the photo is standing outside of a building.	the man is sitting down
Support	The man in the photo is standing outside of a building.	he has been standing for a while now
Neutral	The man in the photo is standing outside of a building.	standing is also a way of exercising the body
Invalidate	A group of people with cameras and binoculars point and look at something.	Night has fallen and visibility is limited.
Support	A group of people with cameras and binoculars point and look at something.	The group of bird watchers locate a bald eagle.
Neutral	A group of people with cameras and binoculars point and look at something.	It is not unusual for bird watchers to find feathered friends.
Invalidate	a man sitting on a chair with a house in the background.	the man is watching TV as it is raining outside.
Support	a man sitting on a chair with a house in the background.	the man spots a fox running toward his home whilst he is sipping coffee
Neutral	a man sitting on a chair with a house in the background.	The man often has his morning coffee in the garden unless it is raining.
Invalidate	A little boy trying to brush a woman's hair.	The woman with a little boy go for dinner
Support	A little boy trying to brush a woman's hair.	The boy has faced difficulty while brushing the woman's hair
Neutral	A little boy trying to brush a woman's hair.	These days woman are very lazy to brush  thei hair by their own
Invalidate	Several people are sitting around a picnic table drinking beers.	All the people have walked towards their vehicles
Support	Several people are sitting around a picnic table drinking beers.	People are busy posing for photos with their beer bottles
Neutral	Several people are sitting around a picnic table drinking beers.	People tend to take more than one beer or breezer
Invalidate	A performer wearing stilts, which are covered by her white pants, is walking in a parade.	im so tired now from that I walked in the parade
Support	A performer wearing stilts, which are covered by her white pants, is walking in a parade.	She thinks that she can't wait to relax at home while walking
Neutral	A performer wearing stilts, which are covered by her white pants, is walking in a parade.	White pants is a bold fashion choice.
Invalidate	People in a different country sitting and standing in front of a place called Znocob.	After Znocob closes everyone decides to go home
Support	People in a different country sitting and standing in front of a place called Znocob.	Many people come in and out of the store.
Neutral	People in a different country sitting and standing in front of a place called Znocob.	Popular businesses often attract many people to come to its stores.
Invalidate	Man and woman crossing the street at dusk.	a couple at home sleeping
Support	Man and woman crossing the street at dusk.	a couple at the road at the dusk
Neutral	Man and woman crossing the street at dusk.	you have to cross the road to get to the other side
Invalidate	A woman and child walk with their bags.	The woman puts the child to bed.
Support	A woman and child walk with their bags.	The two people walk as fast as they can.
Neutral	A woman and child walk with their bags.	Many women like to take their children shopping.
Invalidate	A person wearing a lifevest is in the air above water.	The person is on the shore drying off with a towel.
Support	A person wearing a lifevest is in the air above water.	The person fell out of a boat and is yet to hit the water.
Neutral	A person wearing a lifevest is in the air above water.	A lifevest is important to wear for safety in the water.
Invalidate	A crowd of people standing outside a building.	People watched the movie after a long wait outside the theater
Support	A crowd of people standing outside a building.	Crowd start to scream for not opening of the theater
Neutral	A crowd of people standing outside a building.	These days lots of people gather to watch movies even in these pandemic.
Invalidate	A man on a motorcycle is riding in the street in the rain along with two green cabs and other vehicles.	The road has been closed to all traffic.
Support	A man on a motorcycle is riding in the street in the rain along with two green cabs and other vehicles.	He tried to avoid puddles.
Neutral	A man on a motorcycle is riding in the street in the rain along with two green cabs and other vehicles.	This is why you should always carry and umbrella.
Invalidate	Homosexuals dancing in showers.	Their happiness didn't last long because they ran out of water
Support	Homosexuals dancing in showers.	the water suddenly got cold
Neutral	Homosexuals dancing in showers.	Dance is difficult for me.
Invalidate	a girl stands in the train tracks.	She is going to reach home.
Support	a girl stands in the train tracks.	A group of people advices and consoles a girl who stays in a railway runway.
Neutral	a girl stands in the train tracks.	People should be strong in hard times to face the obstacles and strive hard to overcome them.
Invalidate	A boy stands in a fountain with a his shirt half off as others watch.	The boy gets some food out of the kitchen.
Support	A boy stands in a fountain with a his shirt half off as others watch.	The boy enjoys getting wet all over.
Neutral	A boy stands in a fountain with a his shirt half off as others watch.	Most kids like to play in fountains.
Invalidate	A person has two small children sitting in front of him on a motorcycle.	The children have been dropped off at school.
Support	A person has two small children sitting in front of him on a motorcycle.	The driver drives carefully to avoid accidents.
Neutral	A person has two small children sitting in front of him on a motorcycle.	The man rides alone to work.
Invalidate	A woman in a black leather jacket raises her arms as she sings into a microphone.	The woman gets some food from a restaurant.
Support	A woman in a black leather jacket raises her arms as she sings into a microphone.	The woman belts out her favorite song.
Neutral	A woman in a black leather jacket raises her arms as she sings into a microphone.	Most people enjoy listening to others sing.
Invalidate	Three women in yellow polo shirts are sitting and smiling at a round wooden table with three purses and a water bottle on it.	As the restaurant closed for the night
Support	Three women in yellow polo shirts are sitting and smiling at a round wooden table with three purses and a water bottle on it.	As the chat about their best moments at the empowering women's conference.
Neutral	Three women in yellow polo shirts are sitting and smiling at a round wooden table with three purses and a water bottle on it.	All three women gathered here from distant locations for the day.
Invalidate	A man with a mustache who is driving a Mercedes-Benz, is looking over his shoulder and smiling.	The man  has a car accident because he was looking over his shoulder.
Support	A man with a mustache who is driving a Mercedes-Benz, is looking over his shoulder and smiling.	The man is telling his child to fasten the belt.
Neutral	A man with a mustache who is driving a Mercedes-Benz, is looking over his shoulder and smiling.	The Mercedes-Benz is a new car.
Invalidate	Two men singing at an event.	They are going to reach home
Support	Two men singing at an event.	Their performance pulls a large crowd as they used some songs in a function.
Neutral	Two men singing at an event.	Playing a good rhythmic songs will attract all kinds of audiences
Invalidate	The family approached the water with their boat before as storm was coming in.	All the boats are moored on the ground to protect them from the storm.
Support	The family approached the water with their boat before as storm was coming in.	The lightning strikes
Neutral	The family approached the water with their boat before as storm was coming in.	It is a bad idea to be out on a boat in a storm.
Invalidate	5 people stand in a river with nets wearing hats.	The people get food at a restaurant.
Support	5 people stand in a river with nets wearing hats.	The people try to catch some fish.
Neutral	5 people stand in a river with nets wearing hats.	Most people like to spend time in the water.
Invalidate	One man wearing a white shirt is flipping a pancake by flinging it into the air.	He Is testing the pancake.
Support	One man wearing a white shirt is flipping a pancake by flinging it into the air.	man prepare cakes with action by flipping
Neutral	One man wearing a white shirt is flipping a pancake by flinging it into the air.	He is making a cake.
Invalidate	A man in a woman sit on a motorcycle on a busy street at night.	She stands alone watching the stars.
Support	A man in a woman sit on a motorcycle on a busy street at night.	The red motorcycle are there for hours while the couple looks up at the sky.
Neutral	A man in a woman sit on a motorcycle on a busy street at night.	It is very dark out tonight.
Invalidate	A young African American boy playing bowling inside a building, with some onlookers.	The young African American boy are going to a restaurant.
Support	A young African American boy playing bowling inside a building, with some onlookers.	The young African American boy seems an expert in bowling.
Neutral	A young African American boy playing bowling inside a building, with some onlookers.	Bowling is a club game.
Invalidate	Young girls performing some kind of dance.	Everyone has gone home for the evening.
Support	Young girls performing some kind of dance.	They twirl and leap in time with one another.
Neutral	Young girls performing some kind of dance.	Dance is a wonderful way to stay active.
Invalidate	A man in a red shirt sits next to a fruit stand.	A man is buying fruits from a shop.
Support	A man in a red shirt sits next to a fruit stand.	He is looking at local boys who are selling fruits.
Neutral	A man in a red shirt sits next to a fruit stand.	People like to buy fruits from a fruit stand.
Invalidate	A dog jumps to catch a ball in a large field.	The dog is barking at the guests.
Support	A dog jumps to catch a ball in a large field.	Dog is trying to play with the ball.
Neutral	A dog jumps to catch a ball in a large field.	Dogs are very sensitive to any thing.
Invalidate	A man in a striped shirt standing in front of a projection screen leans over a desk and touches the keyboard on a laptop.	Everybody in the meeting shaking hands with the speaker for his wonderful presentation.
Support	A man in a striped shirt standing in front of a projection screen leans over a desk and touches the keyboard on a laptop.	A executive presenting  his ideas to investors
Neutral	A man in a striped shirt standing in front of a projection screen leans over a desk and touches the keyboard on a laptop.	In business 
Invalidate	Women with red scarfs are all out having fun together.	The snow has driven everyone inside.
Support	Women with red scarfs are all out having fun together.	They laugh and catch up with one another.
Neutral	Women with red scarfs are all out having fun together.	Hanging out with friends can be a great stress reliever.
Invalidate	A white man is speaking with two Indian businessmen.	The police are breaking up a three-man fight two are from india
Support	A white man is speaking with two Indian businessmen.	It is difficult to understand the dialect of Indians
Neutral	A white man is speaking with two Indian businessmen.	American people currently communicate a lot with indians
Invalidate	A little girl jumps in ballet in class as two others look on	She is going to reach home
Support	A little girl jumps in ballet in class as two others look on	the girl is practicing for the show of the weekend
Neutral	A little girl jumps in ballet in class as two others look on	other ballet dancers were waiting their turn to practice
Invalidate	the man is giving the other man a haircut	The man is going to bed.
Support	the man is giving the other man a haircut	He want his hair styled and blown out in addition to a haircut.
Neutral	the man is giving the other man a haircut	Appearance is impotant in the fashion insustry.
Invalidate	A girl and boy are playing with buckets of water in the garden overlooking a lake.	The two people get each other wet.
Support	A girl and boy are playing with buckets of water in the garden overlooking a lake.	Their parents take them to somewhere.
Neutral	A girl and boy are playing with buckets of water in the garden overlooking a lake.	Most children enjoy playing with water.
Invalidate	A group of people sitting at a table in a darkened room.	The group all goes to their respective homes.
Support	A group of people sitting at a table in a darkened room.	The group relaxes while off their feet.
Neutral	A group of people sitting at a table in a darkened room.	Most people prefer sitting down to standing.
Invalidate	A group of people posing for a picture with the sun behind them.	these people have a picture that they took
Support	A group of people posing for a picture with the sun behind them.	daylight photos must look great and high quality
Neutral	A group of people posing for a picture with the sun behind them.	during the day is a great time to shoot
Invalidate	A person trying to disguise his face with a red scarf, standing next to a motorcycle holding his hand up, outside of a small grocer.	He get arrested and taken into the police car.
Support	A person trying to disguise his face with a red scarf, standing next to a motorcycle holding his hand up, outside of a small grocer.	He might have robbed something from a shop
Neutral	A person trying to disguise his face with a red scarf, standing next to a motorcycle holding his hand up, outside of a small grocer.	Most of the criminals don't want to get identified that's why they always try to hide their identity while committing a crime.
Invalidate	A girl in a blue sweater with a white pattern is jumping into a pile of leaves.	The girl gets some food from her kitchen.
Support	A girl in a blue sweater with a white pattern is jumping into a pile of leaves.	The girl leaps as high as she can.
Neutral	A girl in a blue sweater with a white pattern is jumping into a pile of leaves.	Most people enjoy playing with leaves in the fall.
Invalidate	Four people sit at a table.	The table is empty today.
Support	Four people sit at a table.	All four have a glass of wine to accompany their meal.
Neutral	Four people sit at a table.	Today is Wednesday
Invalidate	A father (or child molester) swims with a small child in a pool.	The mother tells the father not to allow her children to swim.
Support	A father (or child molester) swims with a small child in a pool.	A bystander quickly informed the father that he should get his child out of the pool.
Neutral	A father (or child molester) swims with a small child in a pool.	I was at the bar getting a drink.
Invalidate	Policewoman, with person streaked with colors and with red cloth in mouth.	the person escapes from the officer and starts running
Support	Policewoman, with person streaked with colors and with red cloth in mouth.	that is the policewoman's first arrest
Neutral	Policewoman, with person streaked with colors and with red cloth in mouth.	the whole team worked in order to catch that man
Invalidate	Male food worker grills meat on a stick.	He is serving the meat on a plate.
Support	Male food worker grills meat on a stick.	Male food worker cooks all meat.
Neutral	Male food worker grills meat on a stick.	A man works serving food.
Invalidate	Three males and two females jump up for a creative pose for the camera person.	They are sitting and talking with each other.
Support	Three males and two females jump up for a creative pose for the camera person.	They are clicking pictures of each other.
Neutral	Three males and two females jump up for a creative pose for the camera person.	People like to give many poses to cameraman.
Invalidate	Man in white shirt and shorts painting	The man takes a shower before he dresses up to go out
Support	Man in white shirt and shorts painting	He chooses vivid colors for the painting
Neutral	Man in white shirt and shorts painting	Painting is a very recreational act which everyone should do once in a while
Invalidate	Children are contemplating their next move in a game of checkers.	One child is asking for next match
Support	Children are contemplating their next move in a game of checkers.	They slowly and purposefully move their pieces
Neutral	Children are contemplating their next move in a game of checkers.	Board games are a fun way to work out your brain.
Invalidate	A man and four bicycles outside a building.	The man chooses the red bike and left the yellow
Support	A man and four bicycles outside a building.	The man is sitting astride on one of them.
Neutral	A man and four bicycles outside a building.	A man walks passed some bikes outside.
Invalidate	Three young girls are taking part in martial arts.	They change their clothes because they sweated.
Support	Three young girls are taking part in martial arts.	Girls are learning techniques for marital arts.
Neutral	Three young girls are taking part in martial arts.	Girls usually learn marital art to protect their bodies.
Invalidate	A blond women crosses the street in business attire.	The woman gets some food at a restaurant.
Support	A blond women crosses the street in business attire.	The woman walks as fast as she can.
Neutral	A blond women crosses the street in business attire.	Most people have to cross a street in their life.
Invalidate	Three kids are observing a lake at a campus on a cloudy day.	Kids are playing in the campus.
Support	Three kids are observing a lake at a campus on a cloudy day.	Kids are so happy seeing the lake.
Neutral	Three kids are observing a lake at a campus on a cloudy day.	Kids are so curious about the nature.
Invalidate	A black standard poodle is playing with a red and white toy outside.	The poodle takes a nap in his dog house.
Support	A black standard poodle is playing with a red and white toy outside.	The poodle rips the toy up with his teeth.
Neutral	A black standard poodle is playing with a red and white toy outside.	Most dogs enjoy playing with toys.
Invalidate	A woman in a red coat is sitting in the grass with rabbits.	she leaves and goes to dinner
Support	A woman in a red coat is sitting in the grass with rabbits.	she loves nature and animals and the farm is a perfect place for them
Neutral	A woman in a red coat is sitting in the grass with rabbits.	her moter was taking photos of her
Invalidate	The dark streets are wet.	The sidewalk area looks bright and beautiful.
Support	The dark streets are wet.	The power supply is getting disrupted in an area due to heavy raining.
Neutral	The dark streets are wet.	Playing wih rain during the night time will help to relax the mind and stay stong in achieving anything.
Invalidate	Street vendor in China is ready for work	It is raining hard today
Support	Street vendor in China is ready for work	They set up their carts
Neutral	Street vendor in China is ready for work	street vendor puts on an apron for work
Invalidate	An old man is holding several scratch off tickets.	The man goes to a restaurant for food.
Support	An old man is holding several scratch off tickets.	The man makes sure the tickets don't fall.
Neutral	An old man is holding several scratch off tickets.	Most people see lottery tickets as a waste of money.
Invalidate	A dog begging to a man and a woman.	A cat playing with the child
Support	A dog begging to a man and a woman.	The pet is kept by them
Neutral	A dog begging to a man and a woman.	Animal moving round the compound
Invalidate	A fisherman sits on the roll of chain.	He is preparing his fish
Support	A fisherman sits on the roll of chain.	he sits while he waits for the fish to bite the bait
Neutral	A fisherman sits on the roll of chain.	Fishers really need to have patience
Invalidate	A little girl jumps through the air to land on the sofa.	She is going to bed
Support	A little girl jumps through the air to land on the sofa.	She faces some injuries when doing something at home
Neutral	A little girl jumps through the air to land on the sofa.	Children should be very careful when trying to do some crazy fun works
Invalidate	A group of people gather in the parking lot of a water park.	Everyone has gone home for the night.
Support	A group of people gather in the parking lot of a water park.	They laugh and plan for their next trip
Neutral	A group of people gather in the parking lot of a water park.	No better way to beat the heat then a water park.
Invalidate	Two yellow dogs play in a green plastic pool.	Dogs are barking at the strangers.
Support	Two yellow dogs play in a green plastic pool.	Dogs play with some plastic objects.
Neutral	Two yellow dogs play in a green plastic pool.	Dogs love playing in palstic pool.
Invalidate	A skier wearing a black backpack is making his way down a hill.	A Skier wearing a black pack is going to bed
Support	A skier wearing a black backpack is making his way down a hill.	A Skier wearing a black pack have to come down through hard rock area.
Neutral	A skier wearing a black backpack is making his way down a hill.	These days
Invalidate	Two women are playing a racquet game on the beach.	They are going for a swim
Support	Two women are playing a racquet game on the beach.	It is being a good match
Neutral	Two women are playing a racquet game on the beach.	It is a hot day
Invalidate	Young adults enjoying a dinner party.	They are going to bed
Support	Young adults enjoying a dinner party.	They are facing some difficulties as serving very less food varieties
Neutral	Young adults enjoying a dinner party.	The celebrations are always fun and more enjoyable
Invalidate	A baby carefully wrapped in a blanket sleeping in an infirmity crib.	The baby eats some food in his high chair.
Support	A baby carefully wrapped in a blanket sleeping in an infirmity crib.	The baby sleeps in several different positions.
Neutral	A baby carefully wrapped in a blanket sleeping in an infirmity crib.	Most babies sleep long hours during the day.
Invalidate	A man rides his bicycle down the middle of a road.	He parked it on the side of pavement
Support	A man rides his bicycle down the middle of a road.	He is looking at traffic flow
Neutral	A man rides his bicycle down the middle of a road.	In non-peak hours
Invalidate	Two children playing soccer.	The children eat food in the kitchen.
Support	Two children playing soccer.	The children fight over the ball.
Neutral	Two children playing soccer.	Most children like to play soccer.
Invalidate	Pilot of a plane reaching out the window and washing the windshield while the plane is on the ground.	The pilot goes to the restroom after cleaning the plane's windshield.
Support	Pilot of a plane reaching out the window and washing the windshield while the plane is on the ground.	While washing the plane's windshield
