gold_label	sentence1	sentence2
Invalidate	Three teens sit outside on a table.	They wear their coats to go
Support	Three teens sit outside on a table.	Three teens are eating a dinner.
Neutral	Three teens sit outside on a table.	These days
Invalidate	A fisherman sits on the roll of chain.	He unloaded the days catch and is heading home.
Support	A fisherman sits on the roll of chain.	The chain has just been rolled up and they are headed out to sea.
Neutral	A fisherman sits on the roll of chain.	Fishing has become a very political issue.
Invalidate	Four boys playing in water.	The boys take a nap in their home.
Support	Four boys playing in water.	The boys enjoy splashing one another.
Neutral	Four boys playing in water.	Splashing in the water is fun to do in the summer.
Invalidate	A man in a building playing a horn.	The man gets some food in a restaurant.
Support	A man in a building playing a horn.	The man tries to play his favorite songs.
Neutral	A man in a building playing a horn.	Most people enjoy playing an instrument.
Invalidate	A dog runs through the snow with a stick in its mouth.	The dog rests in his dog house.
Support	A dog runs through the snow with a stick in its mouth.	The dog sprints as fast as he can.
Neutral	A dog runs through the snow with a stick in its mouth.	Most dogs like playing in the snow.
Invalidate	There is a man and a boy, both standing on one leg, with at least one arm sticking out.	Both the man and the boy are on a walk around town.
Support	There is a man and a boy, both standing on one leg, with at least one arm sticking out.	The man and the boy are competing to see who can stand the longest.
Neutral	There is a man and a boy, both standing on one leg, with at least one arm sticking out.	Standing on one leg can be a workout for anyone.
Invalidate	Crowds cheer on cyclists as they complete a race to the finish.	Cycling race cannot be finish today because of bad weather
Support	Crowds cheer on cyclists as they complete a race to the finish.	It's a very interesting race today
Neutral	Crowds cheer on cyclists as they complete a race to the finish.	A lot of stamina and balance require to ve professional cyclist
Invalidate	A barefoot woman with tattoos on her shoulders shopping in a grocery store.	The grocery store is closed
Support	A barefoot woman with tattoos on her shoulders shopping in a grocery store.	People with tattoos and no shoes are shopping today.
Neutral	A barefoot woman with tattoos on her shoulders shopping in a grocery store.	I wish they wouldn't let people shop in their barefeet.
Invalidate	Soccer player, in red, about to kick a ball.	With heavy rains
Support	Soccer player, in red, about to kick a ball.	The judge complains about the barrier that is very close to the player
Neutral	Soccer player, in red, about to kick a ball.	There are fans who like to watch football at the stadium
Invalidate	Construction worker in the middle of doing his job working on a house.	Construction worker bringing his tools to his truck to get ready to go home.
Support	Construction worker in the middle of doing his job working on a house.	The leaky tile on the roof is almost fixed.
Neutral	Construction worker in the middle of doing his job working on a house.	Houses in this area are quite spacious.
Invalidate	Several construction workers with orange safety vests are digging into the ground.	The construction workers are on their lunch break.
Support	Several construction workers with orange safety vests are digging into the ground.	Loud machinery can be heard from the construction site.
Neutral	Several construction workers with orange safety vests are digging into the ground.	There are many tools and machines at the construction site.
Invalidate	Two female nurses are standing by a pushcart in a hospital hallway.	Critical operation going on lot of tension for doctor and nurse
Support	Two female nurses are standing by a pushcart in a hospital hallway.	They are rushing to an ICU
Neutral	Two female nurses are standing by a pushcart in a hospital hallway.	No outpatient today. which reduce nurse work tension.
Invalidate	A stand sells souvenir items.	The stand closes down at night.
Support	A stand sells souvenir items.	The stand has several different items that people can buy.
Neutral	A stand sells souvenir items.	Concession stands have a lot of good gifts.
Invalidate	Two little girls dance barefoot in the park near other people and a large black blow up balloon.	the girls run through the park
Support	Two little girls dance barefoot in the park near other people and a large black blow up balloon.	they have been dancing for a while
Neutral	Two little girls dance barefoot in the park near other people and a large black blow up balloon.	for on year we have been watching the little girls dance in the park
Invalidate	A crowd of people are walking through a busy street and posing for a picture.	The crowd is getting on the bus.
Support	A crowd of people are walking through a busy street and posing for a picture.	The crowd goes to a restaurant for food.
Neutral	A crowd of people are walking through a busy street and posing for a picture.	Most people see walking as a form of exercise.
Invalidate	A little girl in a blue jacket and hood is snuggling a little kitty cat.	The little girl must not like cats very much.
Support	A little girl in a blue jacket and hood is snuggling a little kitty cat.	Aww look how cute the little girl hugging that cat is.
Neutral	A little girl in a blue jacket and hood is snuggling a little kitty cat.	Children really have a bond with their animals.
Invalidate	A swimmer adjusts her goggles by the pool.	The swimmer hangs her goggles in the locker room.
Support	A swimmer adjusts her goggles by the pool.	The swimmer wants to make sure all water is out of her goggles.
Neutral	A swimmer adjusts her goggles by the pool.	Goggles can help people see when they are under the water.
Invalidate	A Jack Russell Terrier jumps into a stream.	A french bull dog lays in the shade
Support	A Jack Russell Terrier jumps into a stream.	The dog is trying to cool down
Neutral	A Jack Russell Terrier jumps into a stream.	The dog is cute
Invalidate	A man tends to his laptop in what appears to be a slideshow of sorts.	The laptop is closed and the man is eating
Support	A man tends to his laptop in what appears to be a slideshow of sorts.	The man is reviewing a presentation that he must present tomorrow
Neutral	A man tends to his laptop in what appears to be a slideshow of sorts.	A laptop is very useful when reading and presenting slideshows
Invalidate	A young man in a black jacket and black cap is playing a trumpet.	The man does not want to play the instrument any more.
Support	A young man in a black jacket and black cap is playing a trumpet.	The man plays the instrument.
Neutral	A young man in a black jacket and black cap is playing a trumpet.	The man wants to play the instrument.
Invalidate	a lot of people playing games at an arcade	The arcade closes at night fall.
Support	a lot of people playing games at an arcade	The people are enjoying trying different games.
Neutral	a lot of people playing games at an arcade	Arcade games have a huge following.
Invalidate	A kayaker gets wet in the rapids.	Everything has been wet
Support	A kayaker gets wet in the rapids.	I see him getting wet
Neutral	A kayaker gets wet in the rapids.	I can't tell you real story behind  of this
Invalidate	A man with glasses and dressed in jeans and dark-colored shirt is holding a small white pail.	He picks up the bag with both hands.
Support	A man with glasses and dressed in jeans and dark-colored shirt is holding a small white pail.	I wonder what is in his little white pail.
Neutral	A man with glasses and dressed in jeans and dark-colored shirt is holding a small white pail.	Glasses allow many people to retain their vision even as they age.
Invalidate	The female basket player in red is challenging the player in white for the ball.	They take a shower to wash off the sweat.
Support	The female basket player in red is challenging the player in white for the ball.	The sun beats down on their backs.
Neutral	The female basket player in red is challenging the player in white for the ball.	Red and white jerseys help them distinguish their teams.
Invalidate	Three children play on corn stacks.	Three children are at the bus stop.
Support	Three children play on corn stacks.	Three children are laughing while they played.
Neutral	Three children play on corn stacks.	All kids like to play.
Invalidate	Four police officers dressed in riot gear are maintaining a crowd that includes a man dressed as a clown.	All the police mens enjoys near the camp fire.
Support	Four police officers dressed in riot gear are maintaining a crowd that includes a man dressed as a clown.	the clown yells at them
Neutral	Four police officers dressed in riot gear are maintaining a crowd that includes a man dressed as a clown.	peaceful protests still get police nervous
Invalidate	A rock face is covered with snow and ice.	The melted ice has created lots of puddles on the groud.
Support	A rock face is covered with snow and ice.	The girl slips whilst trying to climb the rock because of the ice.
Neutral	A rock face is covered with snow and ice.	It is dangerous to walk on the rocks in the winter because the frost makes the surfaces slippery.
Invalidate	A man and a woman on a motorcycle.`	They are told that only walk is allowed on this street
Support	A man and a woman on a motorcycle.`	Couple is enjoying a ride on this empty street
Neutral	A man and a woman on a motorcycle.`	Motorcycle is best option for quick ride for two people
Invalidate	Two white men in a bicycle repair warehouse during the day.	They are going to have lunch
Support	Two white men in a bicycle repair warehouse during the day.	The twin men have been working since the early morning hours.
Neutral	Two white men in a bicycle repair warehouse during the day.	Many warehouse jobs do not discriminate.
Invalidate	A military soldier aims a gun from the side of a building.	he completes his mission today
Support	A military soldier aims a gun from the side of a building.	he is there to complete the mission
Neutral	A military soldier aims a gun from the side of a building.	the whole team was there in order to complete the mission
Invalidate	Dark-haired woman with yellow sweater in jean walks down the street.	The woman eats some food at a restaurant.
Support	Dark-haired woman with yellow sweater in jean walks down the street.	The woman strides as fast as she can.
Neutral	Dark-haired woman with yellow sweater in jean walks down the street.	Most people enjoy walking as form of exercise.
Invalidate	Well-dressed man and woman dance to accordion music in a city as people look on.	The man and woman left the city after dancing.
Support	Well-dressed man and woman dance to accordion music in a city as people look on.	The crowd encourages the dance of the man and the woman.
Neutral	Well-dressed man and woman dance to accordion music in a city as people look on.	Accordion music best suits for dance for both genders.
Invalidate	A dog biting at its own rear.	A dog is smelling his tail.
Support	A dog biting at its own rear.	It is difficult to touch the rear.
Neutral	A dog biting at its own rear.	Now a days
Invalidate	Two women, one in a blue shirt and one in a green shirt, are crossing a busy street with pans on top of their heads.	They are at home.
Support	Two women, one in a blue shirt and one in a green shirt, are crossing a busy street with pans on top of their heads.	The hurried across as to not impair traffic.
Neutral	Two women, one in a blue shirt and one in a green shirt, are crossing a busy street with pans on top of their heads.	It is important to always look both ways before crossing the street.
Invalidate	A group of people are getting fountain drinks at a convenience store.	group of people are eating their  food
Support	A group of people are getting fountain drinks at a convenience store.	people all around the city go there for the new shop
Neutral	A group of people are getting fountain drinks at a convenience store.	the store just opened up and the coffee shop was new
Invalidate	A black man in a white tank top approaches a couple in the street who are eating green and blue snow cones.	He got confused by getting close to the wrong couple
Support	A black man in a white tank top approaches a couple in the street who are eating green and blue snow cones.	They greet him while continuing to enjoy their frozen treats.
Neutral	A black man in a white tank top approaches a couple in the street who are eating green and blue snow cones.	Something cold always tastes best on a hot day.
Invalidate	A woman wearing a red shirt and a man wearing a black shirt are dancing in the street.	Both of them are going to reach home
Support	A woman wearing a red shirt and a man wearing a black shirt are dancing in the street.	They are entertaining the people by doing some new steps and gestures in the sidewalk area.
Neutral	A woman wearing a red shirt and a man wearing a black shirt are dancing in the street.	Entertaining the people by doing some new steps and gestures will help to refresh the mind and lead a peaceful life.
Invalidate	A man in a kilt throws a large weight on a competition field, with pink flowers and spectators in the background.	Man selected as best competitor in match
Support	A man in a kilt throws a large weight on a competition field, with pink flowers and spectators in the background.	It is his first throw.
Neutral	A man in a kilt throws a large weight on a competition field, with pink flowers and spectators in the background.	At this days
Invalidate	A skateboarder rides down a rail.	The skateboarder puts his board away.
Support	A skateboarder rides down a rail.	The skateboarder has a lot of speed while doing the trick.
Neutral	A skateboarder rides down a rail.	Some people find skateboarding to be dangerous.
Invalidate	A black, brown, and tan dog jumps at the camera.	the dog felt tired and he go to sleep.
Support	A black, brown, and tan dog jumps at the camera.	all who watch the dog like what he is doing and they looking on him.
Neutral	A black, brown, and tan dog jumps at the camera.	the dogs in this days can do different activities and they enjoy it.
Invalidate	A woman taking a photo by a creek.	The photo taken is very artistic
Support	A woman taking a photo by a creek.	The woman is trying to find the best angle
Neutral	A woman taking a photo by a creek.	The creek is very beautiful
Invalidate	Man scraping snow and ice off of the car with a red house in the background.	A man is repairing a motorbike
Support	Man scraping snow and ice off of the car with a red house in the background.	Over night the whole street has turned white
Neutral	Man scraping snow and ice off of the car with a red house in the background.	This street is not very busy at this time
Invalidate	a section of a walking event going through a neighborhood.	They did not stay outisude for that long because they had to have dinner
Support	a section of a walking event going through a neighborhood.	that is a celebration of the city major
Neutral	a section of a walking event going through a neighborhood.	A band was playing loud music
Invalidate	A jogger is going down a street while the sun is low on the horizon.	The jogger gets some food at home.
Support	A jogger is going down a street while the sun is low on the horizon.	The jogger tries to keep a good pace.
Neutral	A jogger is going down a street while the sun is low on the horizon.	Most people think jogging is a good form of exercise.
Invalidate	A man wearing a yellow shirt is pouring something white into one of many barrels inside of a building.	He is going to have breakfast
Support	A man wearing a yellow shirt is pouring something white into one of many barrels inside of a building.	He is sourcing milk and sends them to the market after putting into the big container.
Neutral	A man wearing a yellow shirt is pouring something white into one of many barrels inside of a building.	Having a nutritious liquid obtained from dairy cows will help to maintain good health.
Invalidate	One football player is tackling another and the ball is sent flying.	The ball is still in the possession of the offense.
Support	One football player is tackling another and the ball is sent flying.	I can see the ball as it is fumbled high in the air.
Neutral	One football player is tackling another and the ball is sent flying.	I did not watch the football game
Invalidate	A tall man dressed in a long-sleeved shirt, pants, and tall boots is sweeping in a yard.	The man gets some food in the kitchen.
Support	A tall man dressed in a long-sleeved shirt, pants, and tall boots is sweeping in a yard.	The man makes sure to clean everything with the broom.
Neutral	A tall man dressed in a long-sleeved shirt, pants, and tall boots is sweeping in a yard.	Most people do not like to sweep.
Invalidate	Two old men sit next to a young Asian woman in strange looking chairs.	Two people are playing checkers.
Support	Two old men sit next to a young Asian woman in strange looking chairs.	A group of people are at a restaurant.
Neutral	Two old men sit next to a young Asian woman in strange looking chairs.	Some antique furniture is beautiful.
Invalidate	A young child runs outside amidst fall leaves.	The child gets some food from the kitchen.
Support	A young child runs outside amidst fall leaves.	The child sprints as fast as he can.
Neutral	A young child runs outside amidst fall leaves.	Most kids like to play in the leaves.
Invalidate	Men fishing on a village pier near downtown.	Men returns into their houses after fishing.
Support	Men fishing on a village pier near downtown.	Men have to try hard to catch fishes .
Neutral	Men fishing on a village pier near downtown.	Men usually do fishing as their hobbies.
Invalidate	A woman in a yellow top and shorts is sitting on the pavement in front of a building.	She is eating her lunch
Support	A woman in a yellow top and shorts is sitting on the pavement in front of a building.	She is waiting for the bus
Neutral	A woman in a yellow top and shorts is sitting on the pavement in front of a building.	Sometimes the bus will run late.
Invalidate	The woman stands in front of the "RoadWork Ahead" sign on the city street.	No person could be seen looking down the road ahead.
Support	The woman stands in front of the "RoadWork Ahead" sign on the city street.	She appears to be reading it and disappointed by it's message.
Neutral	The woman stands in front of the "RoadWork Ahead" sign on the city street.	Seems like there are two seasons sometimes
Invalidate	A woman and man interested in an event going on downtown on a busy walking street.	After riding the subway
Support	A woman and man interested in an event going on downtown on a busy walking street.	The event downtown is attracting a lot of people
Neutral	A woman and man interested in an event going on downtown on a busy walking street.	Events that happen downtown are very popular
Invalidate	A girl is screaming as she comes off the water slide.	The girl is sharing her thrilling water slide experience while having dinner with her siblings.
Support	A girl is screaming as she comes off the water slide.	The girl is enjoying the slide very much
Neutral	A girl is screaming as she comes off the water slide.	Water slides have not only become popular with young boys and girls but also with grown up people.
Invalidate	Older man stands by his donkey.	An old man is sitting on the cot.
Support	Older man stands by his donkey.	He awaits his turn at the vet clinic with his donkey.
Neutral	Older man stands by his donkey.	Dokeys are a major commodity in several poor countries.
Invalidate	A woman in a white headscarf sits near white flowers.	Women in white headscarf take a taxi towards city mall.
Support	A woman in a white headscarf sits near white flowers.	White flowers are looking beautiful with her and people are admiring them.
Neutral	A woman in a white headscarf sits near white flowers.	It is good to visit hill stations in this weather as nature is at it's extreme beauty.
Invalidate	A man does a bicycle trick on a concrete obstacle.	There is no one in the park.
Support	A man does a bicycle trick on a concrete obstacle.	His friends cheer him on as he expertly lands his trick.
Neutral	A man does a bicycle trick on a concrete obstacle.	You should always wear a helmet when riding a bike.
Invalidate	A teacher is giving a lecture.	All the students gathered their things.
Support	A teacher is giving a lecture.	He really knows how to speak in a great way.
Neutral	A teacher is giving a lecture.	Is there someone in the school right now?
Invalidate	A man and a woman in steampunk costumes posing for a picture.	the lamp broke so they had to stop
Support	A man and a woman in steampunk costumes posing for a picture.	they are posing for a music magazine
Neutral	A man and a woman in steampunk costumes posing for a picture.	the photographer is a famous journalist
Invalidate	5 men seated with brass instruments	There are only four men with brass instruments.
Support	5 men seated with brass instruments	The band practices for their performance.
Neutral	5 men seated with brass instruments	People buy tickets for the show tonight at 7pm.
Invalidate	A dog running into a pond to fetch something.	The dog is shaking its body heavily to get the water out of the fur.
Support	A dog running into a pond to fetch something.	A yellow tennis ball can be seen on the surface of the water
Neutral	A dog running into a pond to fetch something.	Many people can be seen in this park in May.
Invalidate	Woman in white smock standing in a large garage by a car.	The woman inspects her car very carefully.
Support	Woman in white smock standing in a large garage by a car.	She's standing waiting for her turn to get check her car.
Neutral	Woman in white smock standing in a large garage by a car.	Many women like white coats
Invalidate	A young man in blue jeans and an undershirt dances with a bare-midriffed young woman in a crowded nightclub.	They get kicked out of the club cause the man's so drunk and got into a fight with the bar manager.
Support	A young man in blue jeans and an undershirt dances with a bare-midriffed young woman in a crowded nightclub.	The way they are dancing reminds me of some old 90th movies.
Neutral	A young man in blue jeans and an undershirt dances with a bare-midriffed young woman in a crowded nightclub.	Some clubs nowadays have dress codes like short skirts and bare midriff shirts which I really like.
Invalidate	Military trainees in a rubber raft hook a ladder onto a larger boat.	They are going to have lunch.
Support	Military trainees in a rubber raft hook a ladder onto a larger boat.	The Army peoples are taking some practice in a sea region by wearing with a flat structure that floats on water to move into a submarine.
Neutral	Military trainees in a rubber raft hook a ladder onto a larger boat.	Working at Army will help to become strong and serve the nation in many possibe ways.
Invalidate	A uniformed baseball player just took a swing at the ball, as the rest of the team looks on and the catcher behind him, is ready for the play.	The players are waiting in the digouts for the rain to stop so that play can resume.
Support	A uniformed baseball player just took a swing at the ball, as the rest of the team looks on and the catcher behind him, is ready for the play.	The catcher is looking rather nervous and has already missed two easy catches.
Neutral	A uniformed baseball player just took a swing at the ball, as the rest of the team looks on and the catcher behind him, is ready for the play.	Baseball is a favourite in the USA but elsewhere they play cricket instead.
Invalidate	A woman taking a picture while enjoying a glass of wine.	She enjoys nice rump steak.
Support	A woman taking a picture while enjoying a glass of wine.	The woman tries to snap the perfect photo.
Neutral	A woman taking a picture while enjoying a glass of wine.	The woman gets some food at a restaurant.
Invalidate	The older man drives the golf ball on a beautiful sunny day.	The man gets some food at the snack bar.
Support	The older man drives the golf ball on a beautiful sunny day.	The man tries to hit the ball as far as he can.
Neutral	The older man drives the golf ball on a beautiful sunny day.	Most people enjoy golf as a hobby.
Invalidate	A woman in a blue shirt and straw hat is painting outside.	The painting dries on her mantle inside.
Support	A woman in a blue shirt and straw hat is painting outside.	She is painting her car that sits in her driveway.
Neutral	A woman in a blue shirt and straw hat is painting outside.	Painting can be very relaxing and can reduce stress.
Invalidate	Asian students are examining sheets of paper while standing in line.	A group of youths attack young Asian people in protest
Support	Asian students are examining sheets of paper while standing in line.	It is difficult to read sheets in a fast moving line
Neutral	Asian students are examining sheets of paper while standing in line.	Many Asian students don't worry about queuing for your goals
Invalidate	Three men are looking in the window of an Asian restaurant.	The men go home to take a nap.
Support	Three men are looking in the window of an Asian restaurant.	The men try to see what type of food the restaurant has.
Neutral	Three men are looking in the window of an Asian restaurant.	Most people enjoy Asian food in restaurants.
Invalidate	Several people watching a race.	The people go to the shopping.
Support	Several people watching a race.	Several people very interested to the race.
Neutral	Several people watching a race.	Several people take rest to sit.
Invalidate	A guy with sunglasses is sitting on a boat ferry in the sun.	The guy is riding his bike.
Support	A guy with sunglasses is sitting on a boat ferry in the sun.	A guy is looking at the beauty of waterfalls while being on the boat.
Neutral	A guy with sunglasses is sitting on a boat ferry in the sun.	People like to board on a boat for tourist purpose.
Invalidate	A woman with a stroller talking through a fence too four students with green uniform shirts.	A woman is sitting at home.
Support	A woman with a stroller talking through a fence too four students with green uniform shirts.	A woman is thinking about the student in green uniforms.
Neutral	A woman with a stroller talking through a fence too four students with green uniform shirts.	The woman likes to take her toddler on walks in their stroller.
Invalidate	Construction man paving large concrete steps.	A man is finished his work.
Support	Construction man paving large concrete steps.	It must be difficult to pave the concrete steps.
Neutral	Construction man paving large concrete steps.	These days
Invalidate	A couple of people sitting in front of a store window talking.	we saw dogs barking outside the window
Support	A couple of people sitting in front of a store window talking.	A couple of people are drinking the juice there.
Neutral	A couple of people sitting in front of a store window talking.	A couple of people walk to the street.
Invalidate	A young boy wearing a light blue jacket walks across the brick patio.	The boy is playing video games on his console.
Support	A young boy wearing a light blue jacket walks across the brick patio.	He is excited to be outside and ready to play.
Neutral	A young boy wearing a light blue jacket walks across the brick patio.	Fresh air does a body good.
Invalidate	Man with arm around girlfriend's shoulder as they watch something.	They are going to bed
Support	Man with arm around girlfriend's shoulder as they watch something.	They are spending time by seeing artworks at a gallery.
Neutral	Man with arm around girlfriend's shoulder as they watch something.	Spending time by doing leisure activities will help to refresh the mind and lead a peaceful life.
Invalidate	A dog gets ready to catch a yellow ball while standing in the sand.	A dog is playing in the water.
Support	A dog gets ready to catch a yellow ball while standing in the sand.	The dog runs toward the ball to catch it quickly.
Neutral	A dog gets ready to catch a yellow ball while standing in the sand.	The sand is wet from the ocean waves.
Invalidate	Construction workers are putting up a building foundation.	The workers head home for a shower.
Support	Construction workers are putting up a building foundation.	The workers check all beams to make sure they are safe.
Neutral	Construction workers are putting up a building foundation.	Construction can be a rewarding job.
Invalidate	A man wearing skates and a helmet, while handling a pair of dogs on leashes.	an ambulance takes a man who had an accident on skates
Support	A man wearing skates and a helmet, while handling a pair of dogs on leashes.	these skates that he uses are in great condition
Neutral	A man wearing skates and a helmet, while handling a pair of dogs on leashes.	today a lot of people like to rollerblade
Invalidate	Construction workers are working in a tunnel.	the works are stopping beacuse a machine broke down
Support	Construction workers are working in a tunnel.	a special team came to supervise the works
Neutral	Construction workers are working in a tunnel.	it was a project for a new highway under the city
Invalidate	Two musicians are playing a duet one on a harp and the other on a violin.	The two people get food at a restaurant.
Support	Two musicians are playing a duet one on a harp and the other on a violin.	The two people perform their favorite song.
Neutral	Two musicians are playing a duet one on a harp and the other on a violin.	Most people enjoy listening to musicians play.
Invalidate	Man in black and white playing tennis.	The man gets some food at the snack bar.
Support	Man in black and white playing tennis.	The man hits the ball back and forth.
Neutral	Man in black and white playing tennis.	Most people enjoy playing the sport of tennis.
Invalidate	two young men with shirts are riding on the back of a boat with an orange deck.	The men left the boat and reached the hotel and removed their shirts and took rest.
Support	two young men with shirts are riding on the back of a boat with an orange deck.	While riding in the boat
Neutral	two young men with shirts are riding on the back of a boat with an orange deck.	Men love riding in a boat.
Invalidate	Man with a hat on holding two Frisbees.	The man with the hat threw his two frisbees.
Support	Man with a hat on holding two Frisbees.	The man with the hat has purchased two frisbees.
Neutral	Man with a hat on holding two Frisbees.	The man with the hat possesses recreational activities.
Invalidate	A man standing next to a little girl standing in a garbage can in a yard.	Everyone had retired home for the evening
Support	A man standing next to a little girl standing in a garbage can in a yard.	She islooking for her retainer
Neutral	A man standing next to a little girl standing in a garbage can in a yard.	Some yards have grass and some do not.
Invalidate	Two women walking down a city sidewalk, one is wearing black shirt with red pants other wearing blue sweatshirt with jeans.	two women watching tv at home
Support	Two women walking down a city sidewalk, one is wearing black shirt with red pants other wearing blue sweatshirt with jeans.	2 woman coming towards the sidewalk
Neutral	Two women walking down a city sidewalk, one is wearing black shirt with red pants other wearing blue sweatshirt with jeans.	people do take strolls by the sidewalk
Invalidate	Four kids, one wearing a red shirt and three wearing yellow, rollerblade through a square.	The kids are walking home from the square with their rollerblades in their hands.
Support	Four kids, one wearing a red shirt and three wearing yellow, rollerblade through a square.	I see 4 kids doing tricks on their rollerblades in the square.
Neutral	Four kids, one wearing a red shirt and three wearing yellow, rollerblade through a square.	The neighborhood kids like to rollerblade through the square after school.
Invalidate	ATV racer giving a hand gesture as he passes by the spectators at an event.	The crowd erupts into cheers and applause and takes pictures.
Support	ATV racer giving a hand gesture as he passes by the spectators at an event.	The driver knows that the people love him and he gives them his gratitutde by acknowledging them.
Neutral	ATV racer giving a hand gesture as he passes by the spectators at an event.	Everyone is looking forward to seeing the motocross event.
Invalidate	A music group is playing music outdoors.	The group packs up their instruments.
Support	A music group is playing music outdoors.	The group decides to play some of their favorite songs.
Neutral	A music group is playing music outdoors.	Outdoor concerts are a fun activity in the summer.
Invalidate	A man is smiling at a stuffed lion	He gave it to his daughter as a present the next day.
Support	A man is smiling at a stuffed lion	The lion gives him good feelings about buying it.
Neutral	A man is smiling at a stuffed lion	Stuffed toys are appropriate gift items.
Invalidate	A man wearing a purple bandanna is playing guitar, while a woman plays keyboard behind him.	The instruments have been put away in their cases
Support	A man wearing a purple bandanna is playing guitar, while a woman plays keyboard behind him.	The couple play very well together
Neutral	A man wearing a purple bandanna is playing guitar, while a woman plays keyboard behind him.	The combination of guitar and keyboard is a very good one
Invalidate	A man wearing swimming trunks jumps off a concrete platform into a large body of water.	He looks at the sky and see that will not stop the rain
Support	A man wearing swimming trunks jumps off a concrete platform into a large body of water.	He is trying to land correctly
Neutral	A man wearing swimming trunks jumps off a concrete platform into a large body of water.	Near the swiming pool he started his warming for his training
Invalidate	A little boy trying to brush a woman's hair.	Woman takes the boy softly
Support	A little boy trying to brush a woman's hair.	The hairbrush he uses is excellent
Neutral	A little boy trying to brush a woman's hair.	Many boys like to brush their mother's hair
Invalidate	A child does cartwheels in the yard.	The child go to sleep bed
Support	A child does cartwheels in the yard.	Yes i see that child in the yard so it's s true fact
Neutral	A child does cartwheels in the yard.	Not sure about that child so i can't able to tell you anything
Invalidate	A kid with sunglasses in jumping on the beach.	A kid is walking to a park.
Support	A kid with sunglasses in jumping on the beach.	A kid is enjoying the waves at the beach.
Neutral	A kid with sunglasses in jumping on the beach.	The kid at the beach is wearing sunglasses.
Invalidate	A woman washing her laundry in the river, beating her clothes on a rock.	A woman is folding her clothes.
Support	A woman washing her laundry in the river, beating her clothes on a rock.	The weather is sunny and windy that are good for their daily duties.
Neutral	A woman washing her laundry in the river, beating her clothes on a rock.	People are commonly wash their cloths in the river.
Invalidate	A worker is power washing the sidewalk outside of an estate surrounded by an iron fence.	The worker is putting his tools away for the day.
Support	A worker is power washing the sidewalk outside of an estate surrounded by an iron fence.	The worker has to go across to the other sidewalk.
Neutral	A worker is power washing the sidewalk outside of an estate surrounded by an iron fence.	At least the tools he's using are good for the job.
Invalidate	The man and woman are outside and something is drawing their attention.	They are now talking to their friends about what they saw this morning
Support	The man and woman are outside and something is drawing their attention.	the cops are comming around the corner wich makes them more curious
Neutral	The man and woman are outside and something is drawing their attention.	they love to gossip to their friends
Invalidate	The man is wearing an orange uniform and holding a basketball.	A man in uniform passed a basketball.
Support	The man is wearing an orange uniform and holding a basketball.	the man stopping the kids from playing because it is late
Neutral	The man is wearing an orange uniform and holding a basketball.	in that spot every day people met to play ball
Invalidate	Men are seated in a circle laughing in a room filled with computers.	Men working on their computer.
Support	Men are seated in a circle laughing in a room filled with computers.	They are talking each other in computer room.
Neutral	Men are seated in a circle laughing in a room filled with computers.	People work on their computer very attentively.
Invalidate	Several people, including a shirtless man and a woman in purple shorts which say "P.I.N.K." on the back, are walking through a crowded outdoor area.	It is 3 o`clock at night
Support	Several people, including a shirtless man and a woman in purple shorts which say "P.I.N.K." on the back, are walking through a crowded outdoor area.	It is fun day at the beach
Neutral	Several people, including a shirtless man and a woman in purple shorts which say "P.I.N.K." on the back, are walking through a crowded outdoor area.	It is normal to dress causal at the vacation even during the events.
Invalidate	A man walking along the platform at a subway station.	The man tries to hail a taxi.
Support	A man walking along the platform at a subway station.	The man gets a subway ticket.
Neutral	A man walking along the platform at a subway station.	Owning a car is more expensive than using public transport.
Invalidate	There are three women dressed alike in red tops and black shorts jumping up in the air.	They all laugh and scream as they come crashing down.
Support	There are three women dressed alike in red tops and black shorts jumping up in the air.	They are trying to take pictures of them jumping.
Neutral	There are three women dressed alike in red tops and black shorts jumping up in the air.	If all of you friends jumped off of a bridge would you?
Invalidate	A man is taking a video of another man while a few others look on.	The camera fall in the street.
Support	A man is taking a video of another man while a few others look on.	The man tries to get good angles for the project.
Neutral	A man is taking a video of another man while a few others look on.	Most people like to take videos.
Invalidate	Janitor cleans off diving board with broom at night.	The next morning
Support	Janitor cleans off diving board with broom at night.	The janitor is making sure that noone feels unpleasnt using it.
Neutral	Janitor cleans off diving board with broom at night.	Most people do not like to clean.
Invalidate	A man wearing yellow smiles to the camera as he poses with a turkey coming out of the oven.	The man in yellow checks the camera.
Support	A man wearing yellow smiles to the camera as he poses with a turkey coming out of the oven.	The man in yellow is feeling good\
Neutral	A man wearing yellow smiles to the camera as he poses with a turkey coming out of the oven.	The man in yellow didn't smile or frown in front of the camera. He just gave the camera a neutral expression.
Invalidate	A young boy in a blue t-shirt clips the grass outside of a building with a large lawn mower.	The boy is eating lunch.
Support	A young boy in a blue t-shirt clips the grass outside of a building with a large lawn mower.	The boy is an expert in clipping grass.
Neutral	A young boy in a blue t-shirt clips the grass outside of a building with a large lawn mower.	Maintaining the lawn can be time consuming.
Invalidate	A bike messenger walking in the park.	The bike messenger is delivering items to a downtown office building.
Support	A bike messenger walking in the park.	He is enjoying the sight of dogs playing on the grass.
Neutral	A bike messenger walking in the park.	Parks are a great place to relax
Invalidate	Two scientists are examining a petri dish.	Two scientists are eating lunch in the cafeteria.
